po_id,line_number,supplier_key,product_key,order_date,quantity,expected_receipt_date,shipment_mode,is_launch_order,deposit_pct,balance_days,term_type,shipment_date,deposit_date,balance_due_date,cancellation_date,actual_receipt_date,actual_shipment_date,outstanding_quantity,commitment_status
321,1,3,14,2024-12-01,2000,2025-03-01,Ocean,False,0.3,30,core,2025-01-28,2024-12-01,2025-02-27,2025-01-05,2025-03-01,2025-01-28,0,received
322,1,3,20,2024-12-01,1000,2025-03-01,Ocean,False,0.3,30,core,2025-01-28,2024-12-01,2025-02-27,2025-01-05,2025-03-01,2025-01-28,0,received
323,1,1,22,2024-12-01,1200,2025-03-01,Ocean,False,0.3,30,core,2025-01-28,2024-12-01,2025-02-27,2025-01-05,2025-03-01,2025-01-28,0,received
324,1,3,23,2024-12-01,1000,2025-03-01,Ocean,False,0.3,30,core,2025-01-28,2024-12-01,2025-02-27,2025-01-05,2025-03-01,2025-01-28,0,received
325,1,4,30,2024-12-01,1500,2025-03-01,Ocean,False,0.3,30,core,2025-01-28,2024-12-01,2025-02-27,2025-01-05,2025-03-01,2025-01-28,0,received
326,1,3,35,2024-12-01,1000,2025-03-01,Ocean,False,0.3,30,core,2025-01-28,2024-12-01,2025-02-27,2025-01-05,2025-03-01,2025-01-28,0,received
327,1,1,1,2025-01-01,8400,2025-04-01,Ocean,False,0.3,30,core,2025-02-28,2025-01-01,2025-03-30,2025-02-05,2025-04-01,2025-02-28,0,received
328,1,1,3,2025-01-01,9600,2025-04-01,Ocean,False,0.3,30,core,2025-02-28,2025-01-01,2025-03-30,2025-02-05,2025-04-01,2025-02-28,0,received
329,1,3,6,2025-01-01,6000,2025-04-01,Ocean,False,0.3,30,core,2025-02-28,2025-01-01,2025-03-30,2025-02-05,2025-04-01,2025-02-28,0,received
330,1,3,8,2025-01-01,5000,2025-04-01,Ocean,False,0.3,30,core,2025-02-28,2025-01-01,2025-03-30,2025-02-05,2025-04-01,2025-02-28,0,received
331,1,1,9,2025-01-01,3600,2025-04-01,Ocean,False,0.3,30,core,2025-02-28,2025-01-01,2025-03-30,2025-02-05,2025-04-01,2025-02-28,0,received
332,1,1,13,2025-01-01,3600,2025-04-01,Ocean,False,0.3,30,core,2025-02-28,2025-01-01,2025-03-30,2025-02-05,2025-04-01,2025-02-28,0,received
333,1,3,23,2025-01-01,3000,2025-04-01,Ocean,False,0.3,30,core,2025-02-28,2025-01-01,2025-03-30,2025-02-05,2025-04-01,2025-02-28,0,received
334,1,3,2,2025-02-01,14000,2025-05-02,Ocean,False,0.3,30,core,2025-03-31,2025-02-01,2025-04-30,2025-03-08,2025-05-02,2025-03-31,0,received
335,1,1,5,2025-02-01,4800,2025-05-02,Ocean,False,0.3,30,core,2025-03-31,2025-02-01,2025-04-30,2025-03-08,2025-05-02,2025-03-31,0,received
336,1,1,7,2025-02-01,6000,2025-05-02,Ocean,False,0.3,30,core,2025-03-31,2025-02-01,2025-04-30,2025-03-08,2025-05-02,2025-03-31,0,received
337,1,4,15,2025-02-01,3000,2025-05-02,Ocean,False,0.3,30,core,2025-03-31,2025-02-01,2025-04-30,2025-03-08,2025-05-02,2025-03-31,0,received
338,1,1,19,2025-02-01,2400,2025-05-02,Ocean,False,0.3,30,core,2025-03-31,2025-02-01,2025-04-30,2025-03-08,2025-05-02,2025-03-31,0,received
339,1,4,21,2025-02-01,4500,2025-05-02,Ocean,False,0.3,30,core,2025-03-31,2025-02-01,2025-04-30,2025-03-08,2025-05-02,2025-03-31,0,received
340,1,4,24,2025-02-01,3000,2025-05-02,Ocean,False,0.3,30,core,2025-03-31,2025-02-01,2025-04-30,2025-03-08,2025-05-02,2025-03-31,0,received
341,1,4,27,2025-02-01,4500,2025-05-02,Ocean,False,0.3,30,core,2025-03-31,2025-02-01,2025-04-30,2025-03-08,2025-05-02,2025-03-31,0,received
342,1,4,33,2025-02-01,3000,2025-05-02,Ocean,False,0.3,30,core,2025-03-31,2025-02-01,2025-04-30,2025-03-08,2025-05-02,2025-03-31,0,received
343,1,3,4,2025-03-01,13000,2025-05-30,Ocean,False,0.3,30,core,2025-04-28,2025-03-01,2025-05-28,2025-04-05,2025-05-30,2025-04-28,0,received
344,1,3,10,2025-03-01,7000,2025-05-30,Ocean,False,0.3,30,core,2025-04-28,2025-03-01,2025-05-28,2025-04-05,2025-05-30,2025-04-28,0,received
345,1,1,11,2025-03-01,6000,2025-05-30,Ocean,False,0.3,30,core,2025-04-28,2025-03-01,2025-05-28,2025-04-05,2025-05-30,2025-04-28,0,received
346,1,3,12,2025-03-01,7000,2025-05-30,Ocean,False,0.3,30,core,2025-04-28,2025-03-01,2025-05-28,2025-04-05,2025-05-30,2025-04-28,0,received
347,1,1,16,2025-03-01,2400,2025-05-30,Ocean,False,0.3,30,core,2025-04-28,2025-03-01,2025-05-28,2025-04-05,2025-05-30,2025-04-28,0,received
348,1,4,18,2025-03-01,7500,2025-05-30,Ocean,False,0.3,30,core,2025-04-28,2025-03-01,2025-05-28,2025-04-05,2025-05-30,2025-04-28,0,received
349,1,3,20,2025-03-01,6000,2025-05-30,Ocean,False,0.3,30,core,2025-04-28,2025-03-01,2025-05-28,2025-04-05,2025-05-30,2025-04-28,0,received
350,1,3,29,2025-03-01,3000,2025-05-30,Ocean,False,0.3,30,core,2025-04-28,2025-03-01,2025-05-28,2025-04-05,2025-05-30,2025-04-28,0,received
351,1,4,30,2025-03-01,6000,2025-05-30,Ocean,False,0.3,30,core,2025-04-28,2025-03-01,2025-05-28,2025-04-05,2025-05-30,2025-04-28,0,received
352,1,1,31,2025-03-01,1200,2025-05-30,Ocean,False,0.3,30,core,2025-04-28,2025-03-01,2025-05-28,2025-04-05,2025-05-30,2025-04-28,0,received
353,1,3,6,2025-04-01,8000,2025-06-30,Ocean,False,0.3,30,core,2025-05-29,2025-04-01,2025-06-28,2025-05-06,2025-06-30,2025-05-29,0,received
354,1,1,13,2025-04-01,8400,2025-06-30,Ocean,False,0.3,30,core,2025-05-29,2025-04-01,2025-06-28,2025-05-06,2025-06-30,2025-05-29,0,received
355,1,3,14,2025-04-01,3000,2025-06-30,Ocean,False,0.3,30,core,2025-05-29,2025-04-01,2025-06-28,2025-05-06,2025-06-30,2025-05-29,0,received
356,1,4,15,2025-04-01,4500,2025-06-30,Ocean,False,0.3,30,core,2025-05-29,2025-04-01,2025-06-28,2025-05-06,2025-06-30,2025-05-29,0,received
357,1,3,17,2025-04-01,5000,2025-06-30,Ocean,False,0.3,30,core,2025-05-29,2025-04-01,2025-06-28,2025-05-06,2025-06-30,2025-05-29,0,received
358,1,4,21,2025-04-01,8250,2025-06-30,Ocean,False,0.3,30,core,2025-05-29,2025-04-01,2025-06-28,2025-05-06,2025-06-30,2025-05-29,0,received
359,1,1,28,2025-04-01,1200,2025-06-30,Ocean,False,0.3,30,core,2025-05-29,2025-04-01,2025-06-28,2025-05-06,2025-06-30,2025-05-29,0,received
360,1,3,32,2025-04-01,2000,2025-06-30,Ocean,False,0.3,30,core,2025-05-29,2025-04-01,2025-06-28,2025-05-06,2025-06-30,2025-05-29,0,received
361,1,1,34,2025-04-01,2400,2025-06-30,Ocean,False,0.3,30,core,2025-05-29,2025-04-01,2025-06-28,2025-05-06,2025-06-30,2025-05-29,0,received
362,1,1,9,2025-05-01,4800,2025-07-30,Ocean,False,0.3,30,core,2025-06-28,2025-05-01,2025-07-28,2025-06-05,2025-07-30,2025-06-28,0,received
363,1,1,22,2025-05-01,3600,2025-07-30,Ocean,False,0.3,30,core,2025-06-28,2025-05-01,2025-07-28,2025-06-05,2025-07-30,2025-06-28,0,received
364,1,4,24,2025-05-01,6750,2025-07-30,Ocean,False,0.3,30,core,2025-06-28,2025-05-01,2025-07-28,2025-06-05,2025-07-30,2025-06-28,0,received
365,1,1,25,2025-05-01,3600,2025-07-30,Ocean,False,0.3,30,core,2025-06-28,2025-05-01,2025-07-28,2025-06-05,2025-07-30,2025-06-28,0,received
366,1,3,26,2025-05-01,4000,2025-07-30,Ocean,False,0.3,30,core,2025-06-28,2025-05-01,2025-07-28,2025-06-05,2025-07-30,2025-06-28,0,received
367,1,4,33,2025-05-01,5250,2025-07-30,Ocean,False,0.3,30,core,2025-06-28,2025-05-01,2025-07-28,2025-06-05,2025-07-30,2025-06-28,0,received
368,1,3,35,2025-05-01,2000,2025-07-30,Ocean,False,0.3,30,core,2025-06-28,2025-05-01,2025-07-28,2025-06-05,2025-07-30,2025-06-28,0,received
369,1,1,1,2025-06-01,10800,2025-08-30,Ocean,False,0.3,30,core,2025-07-29,2025-06-01,2025-08-28,2025-07-06,2025-08-30,2025-07-29,0,received
370,1,1,7,2025-06-01,6000,2025-08-30,Ocean,False,0.3,30,core,2025-07-29,2025-06-01,2025-08-28,2025-07-06,2025-08-30,2025-07-29,0,received
371,1,1,28,2025-06-01,2400,2025-08-30,Ocean,False,0.3,30,core,2025-07-29,2025-06-01,2025-08-28,2025-07-06,2025-08-30,2025-07-29,0,received
372,1,4,36,2025-06-01,1500,2025-08-30,Ocean,False,0.3,30,core,2025-07-29,2025-06-01,2025-08-28,2025-07-06,2025-08-30,2025-07-29,0,received
373,1,1,37,2025-06-01,1200,2025-08-30,Ocean,False,0.3,30,core,2025-07-29,2025-06-01,2025-08-28,2025-07-06,2025-08-30,2025-07-29,0,received
374,1,4,39,2025-06-01,1500,2025-08-30,Ocean,False,0.3,30,core,2025-07-29,2025-06-01,2025-08-28,2025-07-06,2025-08-30,2025-07-29,0,received
375,1,4,41,2025-06-01,750,2025-08-30,Ocean,False,0.3,30,core,2025-07-29,2025-06-01,2025-08-28,2025-07-06,2025-08-30,2025-07-29,0,received
376,1,4,45,2025-06-01,750,2025-08-30,Ocean,False,0.3,30,core,2025-07-29,2025-06-01,2025-08-28,2025-07-06,2025-08-30,2025-07-29,0,received
377,1,3,47,2025-06-01,1500,2025-10-14,Air,True,0.3,30,core,2025-09-12,2025-06-01,2025-10-12,2025-08-20,2025-10-14,2025-09-12,0,received
378,1,4,49,2025-06-01,1500,2025-08-30,Ocean,False,0.3,30,core,2025-07-29,2025-06-01,2025-08-28,2025-07-06,2025-08-30,2025-07-29,0,received
379,1,4,53,2025-06-01,750,2025-08-30,Ocean,False,0.3,30,core,2025-07-29,2025-06-01,2025-08-28,2025-07-06,2025-08-30,2025-07-29,0,received
380,1,1,56,2025-06-01,1200,2025-08-30,Ocean,False,0.3,30,core,2025-07-29,2025-06-01,2025-08-28,2025-07-06,2025-08-30,2025-07-29,0,received
381,1,5,58,2025-06-01,2000,2025-08-30,Ocean,False,0.5,-5,launch,2025-07-29,2025-06-01,2025-07-24,2025-07-06,2025-08-30,2025-07-29,0,received
382,1,4,61,2025-06-01,750,2025-08-30,Ocean,False,0.3,30,core,2025-07-29,2025-06-01,2025-08-28,2025-07-06,2025-08-30,2025-07-29,0,received
383,1,3,68,2025-06-01,1000,2025-08-30,Ocean,False,0.3,30,core,2025-07-29,2025-06-01,2025-08-28,2025-07-06,2025-08-30,2025-07-29,0,received
384,1,1,77,2025-06-01,1200,2025-08-30,Ocean,False,0.3,30,core,2025-07-29,2025-06-01,2025-08-28,2025-07-06,2025-08-30,2025-07-29,0,received
385,1,1,83,2025-06-01,1200,2025-08-30,Ocean,False,0.3,30,core,2025-07-29,2025-06-01,2025-08-28,2025-07-06,2025-08-30,2025-07-29,0,received
386,1,1,84,2025-06-01,1200,2025-08-30,Ocean,False,0.3,30,core,2025-07-29,2025-06-01,2025-08-28,2025-07-06,2025-08-30,2025-07-29,0,received
387,1,1,3,2025-07-01,10800,2025-09-29,Ocean,False,0.3,30,core,2025-08-28,2025-07-01,2025-09-27,2025-08-05,2025-09-29,2025-08-28,0,received
388,1,1,5,2025-07-01,7200,2025-09-29,Ocean,False,0.3,30,core,2025-08-28,2025-07-01,2025-09-27,2025-08-05,2025-09-29,2025-08-28,0,received
389,1,3,8,2025-07-01,5000,2025-09-29,Ocean,False,0.3,30,core,2025-08-28,2025-07-01,2025-09-27,2025-08-05,2025-09-29,2025-08-28,0,received
390,1,3,32,2025-07-01,6000,2025-09-29,Ocean,False,0.3,30,core,2025-08-28,2025-07-01,2025-09-27,2025-08-05,2025-09-29,2025-08-28,0,received
391,1,3,2,2025-08-01,12000,2025-10-30,Ocean,False,0.3,30,core,2025-09-28,2025-08-01,2025-10-28,2025-09-05,2025-10-30,2025-09-28,0,received
392,1,4,27,2025-08-01,3750,2025-10-30,Ocean,False,0.3,30,core,2025-09-28,2025-08-01,2025-10-28,2025-09-05,2025-10-30,2025-09-28,0,received
393,1,1,9,2025-09-01,7200,2025-11-30,Ocean,False,0.3,30,core,2025-10-29,2025-09-01,2025-11-28,2025-10-06,2025-11-30,2025-10-29,0,received
394,1,1,16,2025-09-01,3600,2025-11-30,Ocean,False,0.3,30,core,2025-10-29,2025-09-01,2025-11-28,2025-10-06,2025-11-30,2025-10-29,0,received
395,1,3,23,2025-09-01,2000,2025-11-30,Ocean,False,0.3,30,core,2025-10-29,2025-09-01,2025-11-28,2025-10-06,2025-11-30,2025-10-29,0,received
396,1,1,1,2025-10-01,16800,2025-12-30,Ocean,False,0.3,30,core,2025-11-28,2025-10-01,2025-12-28,2025-11-05,2025-12-30,2025-11-28,0,received
397,1,3,4,2025-10-01,10000,2025-12-30,Ocean,False,0.3,30,core,2025-11-28,2025-10-01,2025-12-28,2025-11-05,2025-12-30,2025-11-28,0,received
398,1,1,5,2025-10-01,26400,2025-12-30,Ocean,False,0.3,30,core,2025-11-28,2025-10-01,2025-12-28,2025-11-05,2025-12-30,2025-11-28,0,received
399,1,3,6,2025-10-01,11000,2025-12-30,Ocean,False,0.3,30,core,2025-11-28,2025-10-01,2025-12-28,2025-11-05,2025-12-30,2025-11-28,0,received
400,1,1,7,2025-10-01,19200,2025-12-30,Ocean,False,0.3,30,core,2025-11-28,2025-10-01,2025-12-28,2025-11-05,2025-12-30,2025-11-28,0,received
401,1,3,8,2025-10-01,20000,2025-12-30,Ocean,False,0.3,30,core,2025-11-28,2025-10-01,2025-12-28,2025-11-05,2025-12-30,2025-11-28,0,received
402,1,3,12,2025-10-01,40000,2025-12-30,Ocean,False,0.3,30,core,2025-11-28,2025-10-01,2025-12-28,2025-11-05,2025-12-30,2025-11-28,0,received
403,1,3,14,2025-10-01,4000,2025-12-30,Ocean,False,0.3,30,core,2025-11-28,2025-10-01,2025-12-28,2025-11-05,2025-12-30,2025-11-28,0,received
404,1,4,15,2025-10-01,6750,2025-12-30,Ocean,False,0.3,30,core,2025-11-28,2025-10-01,2025-12-28,2025-11-05,2025-12-30,2025-11-28,0,received
405,1,1,16,2025-10-01,26400,2025-12-30,Ocean,False,0.3,30,core,2025-11-28,2025-10-01,2025-12-28,2025-11-05,2025-12-30,2025-11-28,0,received
406,1,4,18,2025-10-01,9000,2025-12-30,Ocean,False,0.3,30,core,2025-11-28,2025-10-01,2025-12-28,2025-11-05,2025-12-30,2025-11-28,0,received
407,1,1,19,2025-10-01,3600,2025-12-30,Ocean,False,0.3,30,core,2025-11-28,2025-10-01,2025-12-28,2025-11-05,2025-12-30,2025-11-28,0,received
408,1,3,20,2025-10-01,13000,2025-12-30,Ocean,False,0.3,30,core,2025-11-28,2025-10-01,2025-12-28,2025-11-05,2025-12-30,2025-11-28,0,received
409,1,4,21,2025-10-01,15000,2025-12-30,Ocean,False,0.3,30,core,2025-11-28,2025-10-01,2025-12-28,2025-11-05,2025-12-30,2025-11-28,0,received
410,1,1,22,2025-10-01,16800,2025-12-30,Ocean,False,0.3,30,core,2025-11-28,2025-10-01,2025-12-28,2025-11-05,2025-12-30,2025-11-28,0,received
411,1,4,24,2025-10-01,19500,2025-12-30,Ocean,False,0.3,30,core,2025-11-28,2025-10-01,2025-12-28,2025-11-05,2025-12-30,2025-11-28,0,received
412,1,4,27,2025-10-01,8250,2025-12-30,Ocean,False,0.3,30,core,2025-11-28,2025-10-01,2025-12-28,2025-11-05,2025-12-30,2025-11-28,0,received
413,1,3,29,2025-10-01,28000,2025-12-30,Ocean,False,0.3,30,core,2025-11-28,2025-10-01,2025-12-28,2025-11-05,2025-12-30,2025-11-28,0,received
414,1,1,11,2025-11-01,2400,2025-12-31,Ocean,False,0.3,30,core,2025-11-29,2025-11-01,2025-12-29,2025-11-06,2025-12-31,2025-11-29,0,received
415,1,1,31,2025-11-01,1200,2025-12-31,Ocean,False,0.3,30,core,2025-11-29,2025-11-01,2025-12-29,2025-11-06,2025-12-31,2025-11-29,0,received
416,1,1,40,2025-11-01,1200,2025-12-31,Ocean,False,0.3,30,core,2025-11-29,2025-11-01,2025-12-29,2025-11-06,2025-12-31,2025-11-29,0,received
417,1,1,48,2025-11-01,1200,2025-12-31,Ocean,False,0.3,30,core,2025-11-29,2025-11-01,2025-12-29,2025-11-06,2025-12-31,2025-11-29,0,received
418,1,4,49,2025-11-01,750,2025-12-31,Ocean,False,0.3,30,core,2025-11-29,2025-11-01,2025-12-29,2025-11-06,2025-12-31,2025-11-29,0,received
419,1,3,65,2025-11-01,1000,2025-12-31,Ocean,False,0.3,30,core,2025-11-29,2025-11-01,2025-12-29,2025-11-06,2025-12-31,2025-11-29,0,received
420,1,1,78,2025-11-01,1200,2025-12-31,Ocean,False,0.3,30,core,2025-11-29,2025-11-01,2025-12-29,2025-11-06,2025-12-31,2025-11-29,0,received
421,1,4,30,2025-12-01,2250,2025-12-31,Ocean,False,0.3,30,core,2025-11-29,2025-12-01,2025-12-29,2025-11-06,2025-12-31,2025-11-29,0,received
