month,opening_drawn,interest_expense,unused_line_fee,cash_flow,revolver_drawn,excess_availability,funding_gap,covenant_breached,eligible_ar,dilution_reserve,ar_advance,eligible_inventory,inventory_advance,borrowing_base,facility_commitment,capped_by_facility,version_name,scenario_name
2028-01-01,0,0,83333,-34872257,0,162936058,0,False,755534.915818,1511070,62936058,2251102.566849,100000000,162936058,2000000.0,False,Latest Forecast,DTC Recovery / Margin
2028-02-01,0,0,83333,-22343915,0,162936058,0,False,755534.915818,1511070,62936058,2326455.019801,100000000,162936058,2000000.0,False,Latest Forecast,DTC Recovery / Margin
2028-03-01,0,0,83333,-20084638,0,162936058,0,False,755534.915818,1511070,62936058,2401807.472752,100000000,162936058,2000000.0,False,Latest Forecast,DTC Recovery / Margin
2028-04-01,0,0,83333,-15268725,1809059,161126999,0,False,755534.915818,1511070,62936058,2447018.944524,100000000,162936058,2000000.0,False,Latest Forecast,DTC Recovery / Margin
2028-05-01,1809059,11307,82580,-20261392,22070451,140865607,0,False,755534.915818,1511070,62936058,2507300.906885,100000000,162936058,2000000.0,False,Latest Forecast,DTC Recovery / Margin
2028-06-01,22070451,137940,74137,-16482935,38553386,124382672,0,False,755534.915818,1511070,62936058,2552512.378656,100000000,162936058,2000000.0,False,Latest Forecast,DTC Recovery / Margin
2028-07-01,38553386,240959,67269,21323362,17230025,145706034,0,False,755534.915818,1511070,62936058,2552512.378656,100000000,162936058,2000000.0,False,Latest Forecast,DTC Recovery / Margin
2028-08-01,17230025,107688,76154,-27603899,44833923,118102135,0,False,755534.915818,1511070,62936058,2507300.906885,100000000,162936058,2000000.0,False,Latest Forecast,DTC Recovery / Margin
2028-09-01,44833923,280212,64653,15796097,29037826,133898232,0,False,755534.915818,1511070,62936058,2401807.472752,100000000,162936058,2000000.0,False,Latest Forecast,DTC Recovery / Margin
2028-10-01,29037826,181486,71234,14337920,14699906,148236152,0,False,755534.915818,1511070,62936058,2296314.03862,100000000,162936058,2000000.0,False,Latest Forecast,DTC Recovery / Margin
2028-11-01,14699906,91874,77208,27537848,0,162936058,0,False,755534.915818,1511070,62936058,2145609.132716,100000000,162936058,2000000.0,False,Latest Forecast,DTC Recovery / Margin
2028-12-01,0,0,83333,4253084,0,162936058,0,False,755534.915818,1511070,62936058,2130538.642126,100000000,162936058,2000000.0,False,Latest Forecast,DTC Recovery / Margin
