return_id,source,source_id,source_line,customer_key,account_key,product_key,sale_date,quantity,refund_amount,lag_days,recovery_rate,return_initiation_date,return_receipt_date,refund_date,recoverable_quantity,non_sellable_quantity,return_reason
417,DTC,4080,1,3970,0,22,2023-01-23,1,5736,12,0.8,2023-01-30,2023-02-04,2023-02-06,1,0,Defect
418,DTC,4091,2,2557,0,1,2023-01-23,2,11507,11,0.8,2023-01-30,2023-02-03,2023-02-05,2,0,Not as expected
419,DTC,4097,1,2561,0,8,2023-01-23,1,5223,22,0.8,2023-02-05,2023-02-14,2023-02-16,1,0,Defect
420,DTC,4098,1,2562,0,1,2023-01-23,1,5753,27,0.8,2023-02-08,2023-02-19,2023-02-21,1,0,Not as expected
421,DTC,4106,2,2568,0,14,2023-01-23,1,5478,20,0.8,2023-02-04,2023-02-12,2023-02-14,1,0,Changed mind
422,DTC,4112,1,20286,0,12,2023-01-23,2,9660,15,0.8,2023-02-01,2023-02-07,2023-02-09,2,0,Changed mind
423,DTC,4140,1,31615,0,6,2023-01-23,1,4322,15,0.8,2023-02-01,2023-02-07,2023-02-09,1,0,Not as expected
424,DTC,4160,2,27356,0,33,2023-01-24,1,2230,11,0.8,2023-01-31,2023-02-04,2023-02-06,1,0,Damaged in transit
425,DTC,4162,1,2601,0,39,2023-01-24,1,2629,15,0.8,2023-02-02,2023-02-08,2023-02-10,1,0,Fit / size
426,DTC,4167,2,7370,0,71,2023-01-24,1,3944,23,0.8,2023-02-07,2023-02-16,2023-02-18,1,0,Defect
427,DTC,4208,1,2634,0,14,2023-01-24,2,10956,18,0.8,2023-02-04,2023-02-11,2023-02-13,2,0,Defect
428,DTC,4211,2,41353,0,1,2023-01-24,1,5753,3,0.8,2023-01-26,2023-01-27,2023-01-29,1,0,Changed mind
429,DTC,4219,1,52526,0,1,2023-01-24,1,5753,15,0.8,2023-02-02,2023-02-08,2023-02-10,1,0,Fit / size
430,DTC,4222,1,2641,0,6,2023-01-24,1,4322,19,0.8,2023-02-04,2023-02-12,2023-02-14,1,0,Not as expected
431,DTC,4223,1,2642,0,31,2023-01-24,1,5363,21,0.8,2023-02-06,2023-02-14,2023-02-16,1,0,Changed mind
432,DTC,4250,1,49365,0,71,2023-01-24,1,3944,11,0.8,2023-01-31,2023-02-04,2023-02-06,1,0,Fit / size
433,DTC,4252,1,2659,0,5,2023-01-24,1,6632,12,0.8,2023-01-31,2023-02-05,2023-02-07,1,0,Defect
434,DTC,4263,1,2666,0,8,2023-01-24,1,5223,23,0.8,2023-02-07,2023-02-16,2023-02-18,1,0,Not as expected
435,DTC,4268,1,2669,0,72,2023-01-24,1,6161,3,0.8,2023-01-26,2023-01-27,2023-01-29,1,0,Changed mind
436,DTC,4275,1,5147,0,42,2023-01-24,1,8149,4,0.8,2023-01-26,2023-01-28,2023-01-30,1,0,Not as expected
437,DTC,4279,1,2677,0,77,2023-01-24,1,5047,30,0.8,2023-02-11,2023-02-23,2023-02-25,1,0,Changed mind
438,DTC,4282,1,22081,0,23,2023-01-24,1,4050,14,0.8,2023-02-01,2023-02-07,2023-02-09,1,0,Not as expected
439,DTC,4286,1,2682,0,65,2023-01-24,1,5595,19,0.8,2023-02-04,2023-02-12,2023-02-14,1,0,Damaged in transit
440,DTC,4297,1,47836,0,1,2023-01-25,2,11507,28,0.8,2023-02-11,2023-02-22,2023-02-24,2,0,Defect
441,DTC,4308,2,2696,0,3,2023-01-25,1,5360,17,0.8,2023-02-04,2023-02-11,2023-02-13,1,0,Defect
442,DTC,4333,1,2712,0,3,2023-01-25,1,5360,8,0.8,2023-01-30,2023-02-02,2023-02-04,1,0,Defect
443,DTC,4342,1,28607,0,13,2023-01-25,2,9969,15,0.8,2023-02-03,2023-02-09,2023-02-11,2,0,Damaged in transit
444,DTC,4344,1,20263,0,22,2023-01-25,1,5736,13,0.8,2023-02-02,2023-02-07,2023-02-09,1,0,Defect
445,DTC,4359,2,2729,0,24,2023-01-25,1,1773,17,0.8,2023-02-04,2023-02-11,2023-02-13,1,0,Damaged in transit
446,DTC,4368,1,2734,0,2,2023-01-25,1,5746,18,0.8,2023-02-05,2023-02-12,2023-02-14,1,0,Not as expected
447,DTC,4368,2,2734,0,7,2023-01-25,1,5688,13,0.8,2023-02-02,2023-02-07,2023-02-09,1,0,Changed mind
448,DTC,4390,1,2748,0,14,2023-01-25,1,5478,23,0.8,2023-02-08,2023-02-17,2023-02-19,1,0,Fit / size
449,DTC,4397,2,2754,0,20,2023-01-25,2,7985,8,0.8,2023-01-30,2023-02-02,2023-02-04,2,0,Changed mind
450,DTC,4408,1,2760,0,2,2023-01-25,1,5746,23,0.8,2023-02-08,2023-02-17,2023-02-19,1,0,Defect
451,DTC,4416,1,30079,0,4,2023-01-25,2,8935,17,0.8,2023-02-04,2023-02-11,2023-02-13,2,0,Damaged in transit
452,DTC,4425,1,41855,0,7,2023-01-25,1,5688,8,0.8,2023-01-30,2023-02-02,2023-02-04,1,0,Defect
453,DTC,4439,1,2780,0,78,2023-01-25,1,6194,17,0.8,2023-02-04,2023-02-11,2023-02-13,1,0,Not as expected
454,DTC,4446,1,2786,0,17,2023-01-25,1,5471,26,0.8,2023-02-10,2023-02-20,2023-02-22,1,0,Changed mind
455,DTC,4457,2,2794,0,4,2023-01-25,1,4467,38,0.8,2023-02-17,2023-03-04,2023-03-06,1,0,Fit / size
456,DTC,4471,3,2803,0,42,2023-01-25,1,8149,10,0.8,2023-01-31,2023-02-04,2023-02-06,1,0,Not as expected
457,DTC,4472,1,2804,0,14,2023-01-25,2,10956,33,0.8,2023-02-14,2023-02-27,2023-03-01,2,0,Not as expected
458,DTC,4478,1,2809,0,15,2023-01-25,1,2667,13,0.8,2023-02-02,2023-02-07,2023-02-09,1,0,Damaged in transit
459,DTC,4498,1,17545,0,77,2023-01-26,1,5047,23,0.8,2023-02-09,2023-02-18,2023-02-20,1,0,Damaged in transit
460,DTC,4509,1,2828,0,13,2023-01-26,1,4984,19,0.8,2023-02-06,2023-02-14,2023-02-16,1,0,Changed mind
461,DTC,4516,2,2832,0,8,2023-01-26,2,10445,16,0.8,2023-02-05,2023-02-11,2023-02-13,2,0,Damaged in transit
462,DTC,4521,1,2833,0,30,2023-01-26,1,1747,29,0.8,2023-02-12,2023-02-24,2023-02-26,1,0,Defect
463,DTC,4528,2,2838,0,2,2023-01-26,2,11492,17,0.8,2023-02-05,2023-02-12,2023-02-14,2,0,Fit / size
464,DTC,4557,1,2855,0,4,2023-01-26,1,4467,15,0.8,2023-02-04,2023-02-10,2023-02-12,1,0,Damaged in transit
465,DTC,4568,1,2862,0,85,2023-01-26,1,5694,23,0.8,2023-02-09,2023-02-18,2023-02-20,1,0,Damaged in transit
466,DTC,4573,1,2866,0,4,2023-01-26,1,4467,15,0.8,2023-02-04,2023-02-10,2023-02-12,1,0,Changed mind
467,DTC,4583,2,35045,0,8,2023-01-26,1,5223,8,0.8,2023-01-31,2023-02-03,2023-02-05,1,0,Damaged in transit
468,DTC,4589,1,2878,0,11,2023-01-26,1,5114,22,0.8,2023-02-08,2023-02-17,2023-02-19,1,0,Changed mind
469,DTC,4610,2,5908,0,45,2023-01-26,1,2458,21,0.8,2023-02-08,2023-02-16,2023-02-18,1,0,Damaged in transit
470,DTC,4630,1,2901,0,80,2023-01-26,1,6185,18,0.8,2023-02-06,2023-02-13,2023-02-15,1,0,Fit / size
471,DTC,4636,1,44104,0,3,2023-01-26,2,10719,16,0.8,2023-02-05,2023-02-11,2023-02-13,2,0,Not as expected
472,DTC,4652,1,2915,0,39,2023-01-26,1,2629,11,0.8,2023-02-02,2023-02-06,2023-02-08,1,0,Defect
473,DTC,4655,1,40715,0,41,2023-01-26,1,2682,6,0.8,2023-01-30,2023-02-01,2023-02-03,1,0,Damaged in transit
474,DTC,4663,2,2920,0,23,2023-01-26,2,8101,14,0.8,2023-02-03,2023-02-09,2023-02-11,2,0,Not as expected
475,DTC,4675,3,28275,0,4,2023-01-27,1,4467,11,0.8,2023-02-03,2023-02-07,2023-02-09,1,0,Not as expected
476,DTC,4681,2,2933,0,11,2023-01-27,1,5114,12,0.8,2023-02-03,2023-02-08,2023-02-10,1,0,Fit / size
477,DTC,4685,1,2937,0,19,2023-01-27,1,5017,23,0.8,2023-02-10,2023-02-19,2023-02-21,1,0,Not as expected
478,DTC,4691,1,2940,0,1,2023-01-27,1,5753,28,0.8,2023-02-13,2023-02-24,2023-02-26,1,0,Defect
479,DTC,4698,2,2944,0,53,2023-01-27,1,2105,26,0.8,2023-02-12,2023-02-22,2023-02-24,1,0,Defect
480,DTC,4729,1,2960,0,3,2023-01-27,1,5360,7,0.8,2023-01-31,2023-02-03,2023-02-05,1,0,Defect
481,DTC,4751,2,2975,0,9,2023-01-27,1,5975,15,0.8,2023-02-05,2023-02-11,2023-02-13,1,0,Damaged in transit
482,DTC,4766,2,28129,0,15,2023-01-27,1,2667,6,0.8,2023-01-31,2023-02-02,2023-02-04,1,0,Changed mind
483,DTC,4769,1,2986,0,14,2023-01-27,1,5478,26,0.8,2023-02-12,2023-02-22,2023-02-24,1,0,Not as expected
484,DTC,4784,2,11016,0,24,2023-01-27,1,1773,8,0.8,2023-02-01,2023-02-04,2023-02-06,1,0,Changed mind
485,DTC,4842,1,30450,0,2,2023-01-28,2,11492,9,0.8,2023-02-02,2023-02-06,2023-02-08,2,0,Changed mind
486,DTC,4864,1,3044,0,32,2023-01-28,1,3866,9,0.8,2023-02-02,2023-02-06,2023-02-08,1,0,Damaged in transit
487,DTC,4877,1,3055,0,4,2023-01-28,1,4467,23,0.8,2023-02-11,2023-02-20,2023-02-22,1,0,Not as expected
488,DTC,4894,2,3062,0,11,2023-01-28,1,5114,26,0.8,2023-02-13,2023-02-23,2023-02-25,1,0,Fit / size
489,DTC,4903,1,3066,0,47,2023-01-28,1,4744,14,0.8,2023-02-05,2023-02-11,2023-02-13,1,0,Damaged in transit
490,DTC,4904,2,3067,0,26,2023-01-28,2,7802,13,0.8,2023-02-05,2023-02-10,2023-02-12,2,0,Not as expected
491,DTC,4911,1,3072,0,62,2023-01-28,2,9461,15,0.8,2023-02-06,2023-02-12,2023-02-14,2,0,Defect
492,DTC,4913,1,3073,0,6,2023-01-28,1,4322,19,0.8,2023-02-08,2023-02-16,2023-02-18,1,0,Changed mind
493,DTC,4924,1,127,0,30,2023-01-28,1,1747,24,0.8,2023-02-11,2023-02-21,2023-02-23,1,0,Damaged in transit
494,DTC,4933,1,3082,0,32,2023-01-28,1,3866,15,0.8,2023-02-06,2023-02-12,2023-02-14,1,0,Defect
495,DTC,4942,3,3088,0,7,2023-01-28,1,5688,29,0.8,2023-02-14,2023-02-26,2023-02-28,1,0,Not as expected
496,DTC,4976,1,3109,0,4,2023-01-29,2,8935,6,0.8,2023-02-02,2023-02-04,2023-02-06,2,0,Changed mind
497,DTC,4984,1,46058,0,11,2023-01-29,1,5114,19,0.8,2023-02-09,2023-02-17,2023-02-19,1,0,Defect
498,DTC,4989,1,3119,0,24,2023-01-29,2,3547,27,0.8,2023-02-14,2023-02-25,2023-02-27,2,0,Damaged in transit
499,DTC,5006,1,3132,0,6,2023-01-29,1,4322,12,0.8,2023-02-05,2023-02-10,2023-02-12,1,0,Fit / size
500,DTC,5008,1,3133,0,3,2023-01-29,1,5360,24,0.8,2023-02-12,2023-02-22,2023-02-24,1,0,Defect
501,DTC,5012,1,3134,0,43,2023-01-29,1,4834,6,0.8,2023-02-02,2023-02-04,2023-02-06,1,0,Damaged in transit
502,DTC,5019,3,41187,0,12,2023-01-29,1,4830,19,0.8,2023-02-09,2023-02-17,2023-02-19,1,0,Damaged in transit
503,DTC,5027,1,11465,0,18,2023-01-29,1,2582,23,0.8,2023-02-12,2023-02-21,2023-02-23,1,0,Damaged in transit
504,DTC,5032,1,3147,0,23,2023-01-29,2,8101,26,0.8,2023-02-14,2023-02-24,2023-02-26,2,0,Defect
505,DTC,5032,2,3147,0,17,2023-01-29,1,5471,19,0.8,2023-02-09,2023-02-17,2023-02-19,1,0,Not as expected
506,DTC,5033,2,3148,0,17,2023-01-29,2,10941,20,0.8,2023-02-10,2023-02-18,2023-02-20,2,0,Not as expected
507,DTC,5041,1,3152,0,33,2023-01-29,1,2230,22,0.8,2023-02-11,2023-02-20,2023-02-22,1,0,Defect
508,DTC,5053,1,3160,0,3,2023-01-29,1,5360,26,0.8,2023-02-14,2023-02-24,2023-02-26,1,0,Fit / size
509,DTC,5057,1,35129,0,32,2023-01-29,1,3866,2,0.8,2023-01-30,2023-01-31,2023-02-02,1,0,Defect
510,DTC,5061,1,3164,0,18,2023-01-29,1,2582,13,0.8,2023-02-06,2023-02-11,2023-02-13,1,0,Damaged in transit
511,DTC,5098,2,3191,0,1,2023-01-29,1,5753,16,0.8,2023-02-08,2023-02-14,2023-02-16,1,0,Not as expected
512,DTC,5126,2,3208,0,43,2023-01-30,1,4834,2,0.8,2023-01-31,2023-02-01,2023-02-03,1,0,Fit / size
513,DTC,5135,1,3215,0,8,2023-01-30,2,10445,31,0.8,2023-02-18,2023-03-02,2023-03-04,2,0,Fit / size
514,DTC,5173,1,3238,0,19,2023-01-30,1,5017,24,0.8,2023-02-13,2023-02-23,2023-02-25,1,0,Defect
515,DTC,5183,2,3247,0,20,2023-01-30,2,7985,12,0.8,2023-02-06,2023-02-11,2023-02-13,2,0,Defect
516,DTC,5185,1,3249,0,10,2023-01-30,2,8533,25,0.8,2023-02-14,2023-02-24,2023-02-26,2,0,Defect
517,DTC,5191,2,29655,0,3,2023-01-30,1,5360,20,0.8,2023-02-11,2023-02-19,2023-02-21,1,0,Damaged in transit
518,DTC,5199,2,48545,0,7,2023-01-30,1,5688,19,0.8,2023-02-10,2023-02-18,2023-02-20,1,0,Not as expected
519,DTC,5203,2,3260,0,12,2023-01-30,1,4830,11,0.8,2023-02-06,2023-02-10,2023-02-12,1,0,Damaged in transit
520,DTC,5206,1,3262,0,1,2023-01-30,1,5753,12,0.8,2023-02-06,2023-02-11,2023-02-13,1,0,Defect
521,DTC,5220,1,13034,0,17,2023-01-30,1,5471,3,0.8,2023-02-01,2023-02-02,2023-02-04,1,0,Not as expected
522,DTC,5223,1,3272,0,9,2023-01-30,1,5975,23,0.8,2023-02-13,2023-02-22,2023-02-24,1,0,Defect
523,DTC,5233,3,41018,0,19,2023-01-30,2,10033,20,0.8,2023-02-11,2023-02-19,2023-02-21,2,0,Damaged in transit
524,DTC,5248,1,3284,0,1,2023-01-30,1,5753,11,0.8,2023-02-06,2023-02-10,2023-02-12,1,0,Fit / size
525,DTC,5259,1,33973,0,7,2023-01-30,1,5688,27,0.8,2023-02-15,2023-02-26,2023-02-28,1,0,Defect
526,DTC,5278,1,3305,0,22,2023-01-30,1,5736,14,0.8,2023-02-07,2023-02-13,2023-02-15,1,0,Defect
527,DTC,5284,1,3308,0,24,2023-01-30,1,1773,9,0.8,2023-02-04,2023-02-08,2023-02-10,1,0,Defect
528,DTC,5306,1,3321,0,1,2023-01-30,1,5753,18,0.8,2023-02-10,2023-02-17,2023-02-19,1,0,Damaged in transit
529,DTC,5309,1,28750,0,23,2023-01-31,1,4050,17,0.8,2023-02-10,2023-02-17,2023-02-19,1,0,Damaged in transit
530,DTC,5318,1,20582,0,6,2023-01-31,1,4322,20,0.8,2023-02-12,2023-02-20,2023-02-22,1,0,Damaged in transit
531,DTC,5325,1,3330,0,13,2023-01-31,2,9969,16,0.8,2023-02-10,2023-02-16,2023-02-18,2,0,Changed mind
532,DTC,5327,1,3332,0,17,2023-01-31,1,5471,15,0.8,2023-02-09,2023-02-15,2023-02-17,1,0,Not as expected
533,DTC,5333,3,3336,0,2,2023-01-31,1,5746,16,0.8,2023-02-10,2023-02-16,2023-02-18,1,0,Defect
534,DTC,5339,1,14975,0,20,2023-01-31,1,3992,24,0.8,2023-02-14,2023-02-24,2023-02-26,1,0,Defect
535,DTC,5345,1,3344,0,58,2023-01-31,1,5692,14,0.8,2023-02-08,2023-02-14,2023-02-16,1,0,Damaged in transit
536,DTC,5352,2,15065,0,6,2023-01-31,2,8644,16,0.8,2023-02-10,2023-02-16,2023-02-18,2,0,Defect
537,DTC,5362,1,3355,0,48,2023-01-31,1,6373,8,0.8,2023-02-05,2023-02-08,2023-02-10,1,0,Not as expected
538,DTC,5363,1,3356,0,3,2023-01-31,1,5360,26,0.8,2023-02-16,2023-02-26,2023-02-28,1,0,Fit / size
539,DTC,5365,2,3358,0,4,2023-01-31,1,4467,16,0.8,2023-02-10,2023-02-16,2023-02-18,1,0,Damaged in transit
540,DTC,5371,1,3363,0,6,2023-01-31,1,4322,18,0.8,2023-02-11,2023-02-18,2023-02-20,1,0,Not as expected
541,DTC,5378,1,3367,0,4,2023-01-31,1,4467,18,0.8,2023-02-11,2023-02-18,2023-02-20,1,0,Changed mind
542,DTC,5379,2,14076,0,2,2023-01-31,1,5746,31,0.8,2023-02-19,2023-03-03,2023-03-05,1,0,Damaged in transit
543,DTC,5384,2,24818,0,10,2023-01-31,1,4266,22,0.8,2023-02-13,2023-02-22,2023-02-24,1,0,Defect
544,DTC,5385,1,3372,0,4,2023-01-31,1,4467,21,0.8,2023-02-13,2023-02-21,2023-02-23,1,0,Fit / size
545,DTC,5397,1,3381,0,4,2023-01-31,1,4467,13,0.8,2023-02-08,2023-02-13,2023-02-15,1,0,Fit / size
546,DTC,5418,2,3395,0,53,2023-01-31,1,2105,13,0.8,2023-02-08,2023-02-13,2023-02-15,1,0,Changed mind
547,DTC,5423,1,3400,0,1,2023-01-31,2,11507,20,0.8,2023-02-12,2023-02-20,2023-02-22,2,0,Fit / size
548,DTC,5454,1,3422,0,3,2023-01-31,1,5360,18,0.8,2023-02-11,2023-02-18,2023-02-20,1,0,Defect
549,DTC,5461,1,33609,0,13,2023-01-31,2,9969,5,0.8,2023-02-03,2023-02-05,2023-02-07,2,0,Damaged in transit
550,DTC,5464,1,25263,0,12,2023-01-31,1,4830,10,0.8,2023-02-06,2023-02-10,2023-02-12,1,0,Not as expected
551,DTC,5477,2,33723,0,31,2023-01-31,1,5363,22,0.8,2023-02-13,2023-02-22,2023-02-24,1,0,Not as expected
552,DTC,5478,1,27085,0,6,2023-01-31,1,4322,23,0.8,2023-02-14,2023-02-23,2023-02-25,1,0,Not as expected
553,DTC,5479,3,42409,0,76,2023-01-31,1,6133,21,0.8,2023-02-13,2023-02-21,2023-02-23,1,0,Defect
554,DTC,5485,1,3440,0,23,2023-01-31,2,8101,18,0.8,2023-02-11,2023-02-18,2023-02-20,2,0,Fit / size
555,DTC,5487,2,33743,0,51,2023-01-31,1,4193,8,0.8,2023-02-05,2023-02-08,2023-02-10,1,0,Defect
556,DTC,5510,1,39273,0,14,2023-02-01,1,5478,11,0.8,2023-02-08,2023-02-12,2023-02-14,1,0,Fit / size
557,DTC,5519,1,3458,0,33,2023-02-01,1,2230,15,0.8,2023-02-10,2023-02-16,2023-02-18,1,0,Fit / size
558,DTC,5531,1,39315,0,3,2023-02-01,1,5360,2,0.8,2023-02-02,2023-02-03,2023-02-05,1,0,Changed mind
559,DTC,5540,1,7894,0,6,2023-02-01,1,4322,12,0.8,2023-02-08,2023-02-13,2023-02-15,1,0,Damaged in transit
560,DTC,5550,1,3478,0,41,2023-02-01,2,5363,2,0.8,2023-02-02,2023-02-03,2023-02-05,2,0,Defect
561,DTC,5553,1,7645,0,23,2023-02-01,1,4050,20,0.8,2023-02-13,2023-02-21,2023-02-23,1,0,Damaged in transit
562,DTC,5570,1,3489,0,29,2023-02-01,1,4135,24,0.8,2023-02-15,2023-02-25,2023-02-27,1,0,Not as expected
563,DTC,5571,3,41596,0,4,2023-02-01,1,4467,20,0.8,2023-02-13,2023-02-21,2023-02-23,1,0,Defect
564,DTC,5575,3,9326,0,10,2023-02-01,1,4266,26,0.8,2023-02-17,2023-02-27,2023-03-01,1,0,Fit / size
565,DTC,5588,1,3496,0,44,2023-02-01,1,6472,13,0.8,2023-02-09,2023-02-14,2023-02-16,1,0,Damaged in transit
566,DTC,5591,1,2990,0,13,2023-02-01,1,4984,10,0.8,2023-02-07,2023-02-11,2023-02-13,1,0,Fit / size
567,DTC,5594,1,29388,0,57,2023-02-01,1,1956,21,0.8,2023-02-14,2023-02-22,2023-02-24,1,0,Fit / size
568,DTC,5595,1,3500,0,82,2023-02-01,1,4918,16,0.8,2023-02-11,2023-02-17,2023-02-19,1,0,Not as expected
569,DTC,5595,3,3500,0,12,2023-02-01,1,4830,13,0.8,2023-02-09,2023-02-14,2023-02-16,1,0,Changed mind
570,DTC,5621,1,1662,0,3,2023-02-01,1,5360,10,0.8,2023-02-07,2023-02-11,2023-02-13,1,0,Fit / size
571,DTC,5635,2,3527,0,49,2023-02-01,2,3372,19,0.8,2023-02-12,2023-02-20,2023-02-22,2,0,Defect
572,DTC,5641,1,26741,0,31,2023-02-01,2,10727,20,0.8,2023-02-13,2023-02-21,2023-02-23,2,0,Changed mind
573,DTC,5645,1,48033,0,32,2023-02-01,2,7733,20,0.8,2023-02-13,2023-02-21,2023-02-23,2,0,Not as expected
574,DTC,5650,3,3536,0,1,2023-02-01,1,5753,6,0.8,2023-02-05,2023-02-07,2023-02-09,1,0,Defect
575,DTC,5660,2,43330,0,34,2023-02-02,1,6924,22,0.8,2023-02-15,2023-02-24,2023-02-26,1,0,Not as expected
576,DTC,5669,1,14918,0,46,2023-02-02,2,15308,20,0.8,2023-02-14,2023-02-22,2023-02-24,2,0,Not as expected
577,DTC,5679,1,3553,0,18,2023-02-02,1,2582,7,0.8,2023-02-06,2023-02-09,2023-02-11,1,0,Changed mind
578,DTC,5704,2,42779,0,49,2023-02-02,1,1686,14,0.8,2023-02-10,2023-02-16,2023-02-18,1,0,Changed mind
579,DTC,5715,1,3572,0,7,2023-02-02,1,5688,12,0.8,2023-02-09,2023-02-14,2023-02-16,1,0,Defect
580,DTC,5724,1,3577,0,18,2023-02-02,1,2582,10,0.8,2023-02-08,2023-02-12,2023-02-14,1,0,Not as expected
581,DTC,5725,1,41300,0,5,2023-02-02,1,6632,12,0.8,2023-02-09,2023-02-14,2023-02-16,1,0,Not as expected
582,DTC,5725,2,41300,0,10,2023-02-02,1,4266,12,0.8,2023-02-09,2023-02-14,2023-02-16,1,0,Defect
583,DTC,5728,2,3580,0,50,2023-02-02,1,8043,28,0.8,2023-02-19,2023-03-02,2023-03-04,1,0,Fit / size
584,DTC,5747,1,3590,0,10,2023-02-02,2,8533,9,0.8,2023-02-07,2023-02-11,2023-02-13,2,0,Changed mind
585,DTC,5755,1,3594,0,4,2023-02-02,1,4467,14,0.8,2023-02-10,2023-02-16,2023-02-18,1,0,Defect
586,DTC,5760,1,28104,0,58,2023-02-02,2,11383,25,0.8,2023-02-17,2023-02-27,2023-03-01,2,0,Fit / size
587,DTC,5783,1,32296,0,20,2023-02-02,1,3992,10,0.8,2023-02-08,2023-02-12,2023-02-14,1,0,Fit / size
588,DTC,5791,1,3610,0,11,2023-02-02,2,10228,13,0.8,2023-02-10,2023-02-15,2023-02-17,2,0,Changed mind
589,DTC,5794,2,21662,0,4,2023-02-02,2,8935,8,0.8,2023-02-07,2023-02-10,2023-02-12,2,0,Fit / size
590,DTC,5802,3,5779,0,5,2023-02-02,2,13264,17,0.8,2023-02-12,2023-02-19,2023-02-21,2,0,Changed mind
591,DTC,5818,1,3626,0,1,2023-02-02,1,5753,15,0.8,2023-02-11,2023-02-17,2023-02-19,1,0,Defect
592,DTC,5822,1,3628,0,51,2023-02-02,1,4193,13,0.8,2023-02-10,2023-02-15,2023-02-17,1,0,Not as expected
593,DTC,5826,1,20123,0,15,2023-02-02,1,2667,19,0.8,2023-02-13,2023-02-21,2023-02-23,1,0,Defect
594,DTC,5828,1,23770,0,9,2023-02-02,2,11951,13,0.8,2023-02-10,2023-02-15,2023-02-17,2,0,Not as expected
595,DTC,5856,1,36738,0,14,2023-02-03,1,5478,15,0.8,2023-02-12,2023-02-18,2023-02-20,1,0,Defect
596,DTC,5894,1,3666,0,7,2023-02-03,1,5688,36,0.8,2023-02-25,2023-03-11,2023-03-13,1,0,Defect
597,DTC,5901,1,12516,0,3,2023-02-03,1,5360,22,0.8,2023-02-16,2023-02-25,2023-02-27,1,0,Defect
598,DTC,5901,2,12516,0,17,2023-02-03,1,5471,26,0.8,2023-02-19,2023-03-01,2023-03-03,1,0,Changed mind
599,DTC,5936,1,3691,0,2,2023-02-03,1,5746,16,0.8,2023-02-13,2023-02-19,2023-02-21,1,0,Changed mind
600,DTC,5937,1,47068,0,3,2023-02-03,1,5360,21,0.8,2023-02-16,2023-02-24,2023-02-26,1,0,Changed mind
601,DTC,5938,1,3692,0,5,2023-02-03,1,6632,24,0.8,2023-02-17,2023-02-27,2023-03-01,1,0,Fit / size
602,DTC,5954,1,3706,0,3,2023-02-03,1,5360,21,0.8,2023-02-16,2023-02-24,2023-02-26,1,0,Defect
603,DTC,5974,1,34125,0,65,2023-02-03,1,5595,12,0.8,2023-02-10,2023-02-15,2023-02-17,1,0,Damaged in transit
604,DTC,5976,1,51730,0,43,2023-02-03,1,4834,7,0.8,2023-02-07,2023-02-10,2023-02-12,1,0,Fit / size
605,DTC,5986,2,33294,0,60,2023-02-03,1,6625,19,0.8,2023-02-14,2023-02-22,2023-02-24,1,0,Fit / size
606,DTC,5991,1,32901,0,13,2023-02-03,1,4984,11,0.8,2023-02-10,2023-02-14,2023-02-16,1,0,Damaged in transit
607,DTC,5996,1,3733,0,62,2023-02-03,2,9461,21,0.8,2023-02-16,2023-02-24,2023-02-26,2,0,Changed mind
608,DTC,6002,1,3737,0,66,2023-02-03,1,6780,28,0.8,2023-02-20,2023-03-03,2023-03-05,1,0,Fit / size
609,DTC,6016,1,36828,0,59,2023-02-03,1,3991,25,0.8,2023-02-18,2023-02-28,2023-03-02,1,0,Changed mind
610,DTC,6026,1,3751,0,6,2023-02-03,1,4322,19,0.8,2023-02-14,2023-02-22,2023-02-24,1,0,Defect
611,DTC,6035,3,32057,0,9,2023-02-03,1,5975,21,0.8,2023-02-16,2023-02-24,2023-02-26,1,0,Changed mind
612,DTC,6046,1,3768,0,14,2023-02-04,1,5478,24,0.8,2023-02-18,2023-02-28,2023-03-02,1,0,Not as expected
613,DTC,6092,1,13194,0,2,2023-02-04,2,11492,19,0.8,2023-02-15,2023-02-23,2023-02-25,2,0,Fit / size
614,DTC,6094,1,3792,0,36,2023-02-04,1,1844,15,0.8,2023-02-13,2023-02-19,2023-02-21,1,0,Fit / size
615,DTC,6132,2,34582,0,9,2023-02-04,1,5975,9,0.8,2023-02-09,2023-02-13,2023-02-15,1,0,Changed mind
616,DTC,6149,1,3826,0,14,2023-02-04,2,10956,16,0.8,2023-02-14,2023-02-20,2023-02-22,2,0,Not as expected
617,DTC,6164,1,37853,0,3,2023-02-04,1,5360,25,0.8,2023-02-19,2023-03-01,2023-03-03,1,0,Damaged in transit
618,DTC,6166,2,3832,0,52,2023-02-04,1,6957,19,0.8,2023-02-15,2023-02-23,2023-02-25,1,0,Changed mind
619,DTC,6174,2,27733,0,2,2023-02-05,1,5746,15,0.8,2023-02-14,2023-02-20,2023-02-22,1,0,Changed mind
620,DTC,6176,1,3839,0,3,2023-02-05,1,5360,24,0.8,2023-02-19,2023-03-01,2023-03-03,1,0,Damaged in transit
621,DTC,6181,1,3843,0,5,2023-02-05,2,13264,23,0.8,2023-02-19,2023-02-28,2023-03-02,2,0,Defect
622,DTC,6194,2,8844,0,1,2023-02-05,1,5753,17,0.8,2023-02-15,2023-02-22,2023-02-24,1,0,Defect
623,DTC,6202,1,3858,0,8,2023-02-05,1,5223,17,0.8,2023-02-15,2023-02-22,2023-02-24,1,0,Defect
