date,account_code,department_name,memo,amount,version_name,scenario_name
2023-02-02,5110,Supply Chain / Operations,Wholesale delivery cost,32.014071,Actual,
2023-02-02,5200,Supply Chain / Operations,DTC delivery cost,578.5,Actual,
2023-02-02,5210,Supply Chain / Operations,Wholesale delivery cost,52.65,Actual,
2023-02-03,1000,Finance,DTC delivery cost,-2142.0,Actual,
2023-02-03,1000,Finance,Processor settlement,15932.661976,Actual,
2023-02-03,1000,Finance,Refund paid,-1299.213405,Actual,
2023-02-03,1000,Finance,Wholesale collection,1070.771086,Actual,
2023-02-03,1100,Wholesale Sales,Wholesale collection,-1070.771086,Actual,
2023-02-03,1150,Marketing / Ecommerce,DTC sale,15949.620231,Actual,
2023-02-03,1150,Marketing / Ecommerce,Processor settlement,-15932.661976,Actual,
2023-02-03,1200,Supply Chain / Operations,COGS on shipment,-4424.290825,Actual,
2023-02-03,1200,Supply Chain / Operations,Return to stock,435.031552,Actual,
2023-02-03,2200,Finance,Refund paid,1299.213405,Actual,
2023-02-03,2200,Finance,Returns reserve,-976.60982,Actual,
2023-02-03,4000,Marketing / Ecommerce,DTC sale,-15468.398247,Actual,
2023-02-03,4020,Marketing / Ecommerce,DTC sale,-481.221984,Actual,
2023-02-03,4110,Marketing / Ecommerce,Returns reserve,976.60982,Actual,
2023-02-03,5000,Supply Chain / Operations,COGS on shipment,3450.946843,Actual,
2023-02-03,5000,Supply Chain / Operations,Return to stock,-435.031552,Actual,
2023-02-03,5010,Supply Chain / Operations,COGS on shipment,530.914899,Actual,
2023-02-03,5020,Supply Chain / Operations,COGS on shipment,442.429082,Actual,
2023-02-03,5100,Supply Chain / Operations,DTC delivery cost,1479.0,Actual,
2023-02-03,5200,Supply Chain / Operations,DTC delivery cost,663.0,Actual,
2023-02-04,1000,Finance,DTC delivery cost,-1333.5,Actual,
2023-02-04,1000,Finance,Processor settlement,12297.336447,Actual,
2023-02-04,1000,Finance,Refund paid,-554.402795,Actual,
2023-02-04,1000,Finance,Wholesale delivery cost,-786.005185,Actual,
2023-02-04,1100,Wholesale Sales,Wholesale sale,17616.954741,Actual,
2023-02-04,1150,Marketing / Ecommerce,DTC sale,8907.346443,Actual,
2023-02-04,1150,Marketing / Ecommerce,Processor settlement,-12297.336447,Actual,
2023-02-04,1200,Supply Chain / Operations,COGS on shipment,-13922.354476,Actual,
2023-02-04,1200,Supply Chain / Operations,Return to stock,165.011968,Actual,
2023-02-04,2200,Finance,Refund paid,554.402795,Actual,
2023-02-04,2200,Finance,Returns reserve,-1000.073353,Actual,
2023-02-04,4000,Marketing / Ecommerce,DTC sale,-8635.486233,Actual,
2023-02-04,4010,Wholesale Sales,Wholesale sale,-18454.179659,Actual,
2023-02-04,4020,Marketing / Ecommerce,DTC sale,-271.860211,Actual,
2023-02-04,4110,Marketing / Ecommerce,Returns reserve,480.616527,Actual,
2023-02-04,4120,Wholesale Sales,Returns reserve,519.456827,Actual,
2023-02-04,4130,Wholesale Sales,Wholesale sale,376.751213,Actual,
2023-02-04,4140,Wholesale Sales,Wholesale sale,251.167475,Actual,
2023-02-04,4150,Wholesale Sales,Wholesale sale,209.306229,Actual,
2023-02-04,5000,Supply Chain / Operations,COGS on shipment,10859.436491,Actual,
2023-02-04,5000,Supply Chain / Operations,Return to stock,-165.011968,Actual,
2023-02-04,5010,Supply Chain / Operations,COGS on shipment,1670.682537,Actual,
2023-02-04,5020,Supply Chain / Operations,COGS on shipment,1392.235448,Actual,
2023-02-04,5100,Supply Chain / Operations,DTC delivery cost,920.75,Actual,
2023-02-04,5110,Supply Chain / Operations,Wholesale delivery cost,317.105185,Actual,
2023-02-04,5200,Supply Chain / Operations,DTC delivery cost,412.75,Actual,
2023-02-04,5210,Supply Chain / Operations,Wholesale delivery cost,468.9,Actual,
2023-02-05,1000,Finance,DTC delivery cost,-1711.5,Actual,
2023-02-05,1000,Finance,Processor settlement,14277.24681,Actual,
2023-02-05,1000,Finance,Refund paid,-950.015171,Actual,
2023-02-05,1000,Finance,Wholesale delivery cost,-285.566455,Actual,
2023-02-05,1100,Wholesale Sales,Wholesale sale,6964.803045,Actual,
2023-02-05,1150,Marketing / Ecommerce,DTC sale,12902.932359,Actual,
2023-02-05,1150,Marketing / Ecommerce,Processor settlement,-14277.24681,Actual,
2023-02-05,1200,Supply Chain / Operations,COGS on shipment,-7799.648493,Actual,
2023-02-05,1200,Supply Chain / Operations,Return to stock,330.023936,Actual,
2023-02-05,2200,Finance,Refund paid,950.015171,Actual,
2023-02-05,2200,Finance,Returns reserve,-928.71477,Actual,
2023-02-05,4000,Marketing / Ecommerce,DTC sale,-12532.509403,Actual,
2023-02-05,4010,Wholesale Sales,Wholesale sale,-7085.611707,Actual,
2023-02-05,4020,Marketing / Ecommerce,DTC sale,-370.422956,Actual,
2023-02-05,4110,Marketing / Ecommerce,Returns reserve,928.71477,Actual,
2023-02-05,4130,Wholesale Sales,Wholesale sale,54.363898,Actual,
2023-02-05,4140,Wholesale Sales,Wholesale sale,36.242599,Actual,
2023-02-05,4150,Wholesale Sales,Wholesale sale,30.202166,Actual,
2023-02-05,5000,Supply Chain / Operations,COGS on shipment,6083.725825,Actual,
2023-02-05,5000,Supply Chain / Operations,Return to stock,-330.023936,Actual,
2023-02-05,5010,Supply Chain / Operations,COGS on shipment,935.957819,Actual,
2023-02-05,5020,Supply Chain / Operations,COGS on shipment,779.964849,Actual,
2023-02-05,5100,Supply Chain / Operations,DTC delivery cost,1181.75,Actual,
2023-02-05,5110,Supply Chain / Operations,Wholesale delivery cost,125.366455,Actual,
2023-02-05,5200,Supply Chain / Operations,DTC delivery cost,529.75,Actual,
2023-02-05,5210,Supply Chain / Operations,Wholesale delivery cost,160.2,Actual,
2023-02-06,1000,Finance,DTC delivery cost,-1722.0,Actual,
2023-02-06,1000,Finance,Processor settlement,15949.620231,Actual,
2023-02-06,1000,Finance,Refund paid,-825.927376,Actual,
2023-02-06,1000,Finance,Wholesale delivery cost,-239.418225,Actual,
2023-02-06,1100,Wholesale Sales,Wholesale sale,6151.012486,Actual,
2023-02-06,1150,Marketing / Ecommerce,DTC sale,12102.047366,Actual,
2023-02-06,1150,Marketing / Ecommerce,Processor settlement,-15949.620231,Actual,
2023-02-06,1200,Supply Chain / Operations,COGS on shipment,-6882.529409,Actual,
2023-02-06,1200,Supply Chain / Operations,Return to stock,240.017408,Actual,
2023-02-06,2200,Finance,Refund paid,825.927376,Actual,
2023-02-06,2200,Finance,Returns reserve,-793.520161,Actual,
2023-02-06,4000,Marketing / Ecommerce,DTC sale,-11717.775227,Actual,
2023-02-06,4010,Wholesale Sales,Wholesale sale,-6226.691004,Actual,
2023-02-06,4020,Marketing / Ecommerce,DTC sale,-384.272138,Actual,
2023-02-06,4110,Marketing / Ecommerce,Returns reserve,793.520161,Actual,
2023-02-06,4130,Wholesale Sales,Wholesale sale,34.055333,Actual,
2023-02-06,4140,Wholesale Sales,Wholesale sale,22.703555,Actual,
2023-02-06,4150,Wholesale Sales,Wholesale sale,18.919629,Actual,
2023-02-06,5000,Supply Chain / Operations,COGS on shipment,5368.372939,Actual,
2023-02-06,5000,Supply Chain / Operations,Return to stock,-240.017408,Actual,
2023-02-06,5010,Supply Chain / Operations,COGS on shipment,825.903529,Actual,
2023-02-06,5020,Supply Chain / Operations,COGS on shipment,688.252941,Actual,
2023-02-06,5100,Supply Chain / Operations,DTC delivery cost,1189.0,Actual,
2023-02-06,5110,Supply Chain / Operations,Wholesale delivery cost,110.718225,Actual,
2023-02-06,5200,Supply Chain / Operations,DTC delivery cost,533.0,Actual,
2023-02-06,5210,Supply Chain / Operations,Wholesale delivery cost,128.7,Actual,
2023-02-07,1000,Finance,DTC delivery cost,-850.5,Actual,
2023-02-07,1000,Finance,Processor settlement,8907.346443,Actual,
2023-02-07,1000,Finance,Refund paid,-663.558095,Actual,
2023-02-07,1000,Finance,Wholesale delivery cost,-1704.823858,Actual,
2023-02-07,1100,Wholesale Sales,Wholesale sale,40387.436539,Actual,
2023-02-07,1150,Marketing / Ecommerce,DTC sale,5322.88947,Actual,
2023-02-07,1150,Marketing / Ecommerce,Processor settlement,-8907.346443,Actual,
2023-02-07,1200,Supply Chain / Operations,COGS on shipment,-22520.464922,Actual,
2023-02-07,1200,Supply Chain / Operations,Return to stock,180.013056,Actual,
2023-02-07,2200,Finance,Refund paid,663.558095,Actual,
2023-02-07,2200,Finance,Returns reserve,-553.93384,Actual,
2023-02-07,4000,Marketing / Ecommerce,DTC sale,-5210.403933,Actual,
2023-02-07,4010,Wholesale Sales,Wholesale sale,-42574.935379,Actual,
2023-02-07,4020,Marketing / Ecommerce,DTC sale,-112.485537,Actual,
2023-02-07,4110,Marketing / Ecommerce,Returns reserve,553.93384,Actual,
2023-02-07,4130,Wholesale Sales,Wholesale sale,984.374478,Actual,
2023-02-07,4140,Wholesale Sales,Wholesale sale,656.249652,Actual,
2023-02-07,4150,Wholesale Sales,Wholesale sale,546.87471,Actual,
2023-02-07,5000,Supply Chain / Operations,COGS on shipment,17565.962639,Actual,
2023-02-07,5000,Supply Chain / Operations,Return to stock,-180.013056,Actual,
2023-02-07,5010,Supply Chain / Operations,COGS on shipment,2702.455791,Actual,
2023-02-07,5020,Supply Chain / Operations,COGS on shipment,2252.046492,Actual,
2023-02-07,5100,Supply Chain / Operations,DTC delivery cost,587.25,Actual,
2023-02-07,5110,Supply Chain / Operations,Wholesale delivery cost,726.973858,Actual,
2023-02-07,5200,Supply Chain / Operations,DTC delivery cost,263.25,Actual,
2023-02-07,5210,Supply Chain / Operations,Wholesale delivery cost,977.85,Actual,
2023-02-08,1000,Finance,DTC delivery cost,-787.5,Actual,
2023-02-08,1000,Finance,Processor settlement,12902.932359,Actual,
2023-02-08,1000,Finance,Refund paid,-700.358672,Actual,
2023-02-08,1150,Marketing / Ecommerce,DTC sale,5005.099994,Actual,
2023-02-08,1150,Marketing / Ecommerce,Processor settlement,-12902.932359,Actual,
2023-02-08,1200,Supply Chain / Operations,COGS on shipment,-1311.510977,Actual,
2023-02-08,1200,Supply Chain / Operations,Return to stock,225.01632,Actual,
2023-02-08,2200,Finance,Refund paid,700.358672,Actual,
2023-02-08,2200,Finance,Returns reserve,-22.300014,Actual,
2023-02-08,4000,Marketing / Ecommerce,DTC sale,-4849.049908,Actual,
2023-02-08,4020,Marketing / Ecommerce,DTC sale,-156.050086,Actual,
2023-02-08,4110,Marketing / Ecommerce,Returns reserve,22.300014,Actual,
2023-02-08,5000,Supply Chain / Operations,COGS on shipment,1022.978562,Actual,
2023-02-08,5000,Supply Chain / Operations,Return to stock,-225.01632,Actual,
2023-02-08,5010,Supply Chain / Operations,COGS on shipment,157.381317,Actual,
2023-02-08,5020,Supply Chain / Operations,COGS on shipment,131.151098,Actual,
2023-02-08,5100,Supply Chain / Operations,DTC delivery cost,543.75,Actual,
2023-02-08,5200,Supply Chain / Operations,DTC delivery cost,243.75,Actual,
2023-02-09,1000,Finance,DTC delivery cost,-934.5,Actual,
2023-02-09,1000,Finance,Processor settlement,12102.047366,Actual,
2023-02-09,1000,Finance,Refund paid,-985.125044,Actual,
2023-02-09,1000,Finance,Wholesale collection,1086.866408,Actual,
2023-02-09,1000,Finance,Wholesale delivery cost,-128.072689,Actual,
2023-02-09,1100,Wholesale Sales,Wholesale collection,-1086.866408,Actual,
2023-02-09,1100,Wholesale Sales,Wholesale sale,3015.149372,Actual,
2023-02-09,1150,Marketing / Ecommerce,DTC sale,5813.235263,Actual,
2023-02-09,1150,Marketing / Ecommerce,Processor settlement,-12102.047366,Actual,
2023-02-09,1200,Supply Chain / Operations,COGS on shipment,-2423.440891,Actual,
2023-02-09,1200,Supply Chain / Operations,Return to stock,330.023936,Actual,
2023-02-09,2200,Finance,Refund paid,985.125044,Actual,
2023-02-09,2200,Finance,Returns reserve,-321.147358,Actual,
2023-02-09,4000,Marketing / Ecommerce,DTC sale,-5627.662256,Actual,
2023-02-09,4010,Wholesale Sales,Wholesale sale,-3051.583918,Actual,
2023-02-09,4020,Marketing / Ecommerce,DTC sale,-185.573007,Actual,
2023-02-09,4110,Marketing / Ecommerce,Returns reserve,321.147358,Actual,
2023-02-09,4130,Wholesale Sales,Wholesale sale,16.395546,Actual,
2023-02-09,4140,Wholesale Sales,Wholesale sale,10.930364,Actual,
2023-02-09,4150,Wholesale Sales,Wholesale sale,9.108637,Actual,
2023-02-09,5000,Supply Chain / Operations,COGS on shipment,1890.283895,Actual,
2023-02-09,5000,Supply Chain / Operations,Return to stock,-330.023936,Actual,
2023-02-09,5010,Supply Chain / Operations,COGS on shipment,290.812907,Actual,
2023-02-09,5020,Supply Chain / Operations,COGS on shipment,242.344089,Actual,
2023-02-09,5100,Supply Chain / Operations,DTC delivery cost,645.25,Actual,
2023-02-09,5110,Supply Chain / Operations,Wholesale delivery cost,54.272689,Actual,
2023-02-09,5200,Supply Chain / Operations,DTC delivery cost,289.25,Actual,
2023-02-09,5210,Supply Chain / Operations,Wholesale delivery cost,73.8,Actual,
2023-02-10,1000,Finance,DTC delivery cost,-661.5,Actual,
2023-02-10,1000,Finance,Processor settlement,5322.88947,Actual,
2023-02-10,1000,Finance,Refund paid,-1062.712311,Actual,
2023-02-10,1000,Finance,Wholesale delivery cost,-57.732068,Actual,
2023-02-10,1100,Wholesale Sales,Wholesale sale,1557.337117,Actual,
2023-02-10,1150,Marketing / Ecommerce,DTC sale,3260.497764,Actual,
2023-02-10,1150,Marketing / Ecommerce,Processor settlement,-5322.88947,Actual,
2023-02-10,1200,Supply Chain / Operations,COGS on shipment,-1051.832894,Actual,
2023-02-10,1200,Supply Chain / Operations,Return to stock,330.023936,Actual,
2023-02-10,2200,Finance,Refund paid,1062.712311,Actual,
2023-02-10,2200,Finance,Returns reserve,-430.142227,Actual,
2023-02-10,4000,Marketing / Ecommerce,DTC sale,-3128.88825,Actual,
2023-02-10,4010,Wholesale Sales,Wholesale sale,-1576.836511,Actual,
2023-02-10,4020,Marketing / Ecommerce,DTC sale,-131.609514,Actual,
2023-02-10,4110,Marketing / Ecommerce,Returns reserve,430.142227,Actual,
2023-02-10,4130,Wholesale Sales,Wholesale sale,8.774728,Actual,
2023-02-10,4140,Wholesale Sales,Wholesale sale,5.849818,Actual,
2023-02-10,4150,Wholesale Sales,Wholesale sale,4.874849,Actual,
2023-02-10,5000,Supply Chain / Operations,COGS on shipment,820.429657,Actual,
2023-02-10,5000,Supply Chain / Operations,Return to stock,-330.023936,Actual,
2023-02-10,5010,Supply Chain / Operations,COGS on shipment,126.219947,Actual,
2023-02-10,5020,Supply Chain / Operations,COGS on shipment,105.183289,Actual,
2023-02-10,5100,Supply Chain / Operations,DTC delivery cost,456.75,Actual,
2023-02-10,5110,Supply Chain / Operations,Wholesale delivery cost,28.032068,Actual,
2023-02-10,5200,Supply Chain / Operations,DTC delivery cost,204.75,Actual,
2023-02-10,5210,Supply Chain / Operations,Wholesale delivery cost,29.7,Actual,
2023-02-11,1000,Finance,DTC delivery cost,-871.5,Actual,
2023-02-11,1000,Finance,Processor settlement,5005.099994,Actual,
2023-02-11,1000,Finance,Refund paid,-1183.85063,Actual,
2023-02-11,1150,Marketing / Ecommerce,DTC sale,4760.681258,Actual,
2023-02-11,1150,Marketing / Ecommerce,Processor settlement,-5005.099994,Actual,
2023-02-11,1200,Supply Chain / Operations,COGS on shipment,-1218.371147,Actual,
2023-02-11,1200,Supply Chain / Operations,Return to stock,375.0272,Actual,
2023-02-11,2200,Finance,Refund paid,1183.85063,Actual,
2023-02-11,2200,Finance,Returns reserve,-538.137482,Actual,
2023-02-11,4000,Marketing / Ecommerce,DTC sale,-4597.517592,Actual,
2023-02-11,4020,Marketing / Ecommerce,DTC sale,-163.163666,Actual,
2023-02-11,4110,Marketing / Ecommerce,Returns reserve,538.137482,Actual,
2023-02-11,5000,Supply Chain / Operations,COGS on shipment,950.329495,Actual,
2023-02-11,5000,Supply Chain / Operations,Return to stock,-375.0272,Actual,
2023-02-11,5010,Supply Chain / Operations,COGS on shipment,146.204538,Actual,
2023-02-11,5020,Supply Chain / Operations,COGS on shipment,121.837115,Actual,
2023-02-11,5100,Supply Chain / Operations,DTC delivery cost,601.75,Actual,
2023-02-11,5200,Supply Chain / Operations,DTC delivery cost,269.75,Actual,
2023-02-12,1000,Finance,DTC delivery cost,-598.5,Actual,
2023-02-12,1000,Finance,Processor settlement,5813.235263,Actual,
2023-02-12,1000,Finance,Refund paid,-879.314129,Actual,
2023-02-12,1150,Marketing / Ecommerce,DTC sale,3835.555171,Actual,
2023-02-12,1150,Marketing / Ecommerce,Processor settlement,-5813.235263,Actual,
2023-02-12,1200,Supply Chain / Operations,COGS on shipment,-963.464149,Actual,
2023-02-12,1200,Supply Chain / Operations,Return to stock,300.02176,Actual,
2023-02-12,2200,Finance,Refund paid,879.314129,Actual,
2023-02-12,2200,Finance,Returns reserve,-485.392457,Actual,
2023-02-12,4000,Marketing / Ecommerce,DTC sale,-3764.691651,Actual,
2023-02-12,4020,Marketing / Ecommerce,DTC sale,-70.863521,Actual,
2023-02-12,4110,Marketing / Ecommerce,Returns reserve,485.392457,Actual,
2023-02-12,5000,Supply Chain / Operations,COGS on shipment,751.502037,Actual,
2023-02-12,5000,Supply Chain / Operations,Return to stock,-300.02176,Actual,
2023-02-12,5010,Supply Chain / Operations,COGS on shipment,115.615698,Actual,
2023-02-12,5020,Supply Chain / Operations,COGS on shipment,96.346415,Actual,
2023-02-12,5100,Supply Chain / Operations,DTC delivery cost,413.25,Actual,
2023-02-12,5200,Supply Chain / Operations,DTC delivery cost,185.25,Actual,
2023-02-13,1000,Finance,DTC delivery cost,-556.5,Actual,
2023-02-13,1000,Finance,Processor settlement,3260.497764,Actual,
2023-02-13,1000,Finance,Refund paid,-1301.434768,Actual,
2023-02-13,1000,Finance,Wholesale delivery cost,-107.680353,Actual,
2023-02-13,1100,Wholesale Sales,Wholesale sale,2232.241814,Actual,
2023-02-13,1150,Marketing / Ecommerce,DTC sale,3460.06746,Actual,
2023-02-13,1150,Marketing / Ecommerce,Processor settlement,-3260.497764,Actual,
2023-02-13,1200,Supply Chain / Operations,COGS on shipment,-1034.337071,Actual,
2023-02-13,1200,Supply Chain / Operations,Return to stock,375.0272,Actual,
2023-02-13,2200,Finance,Refund paid,1301.434768,Actual,
2023-02-13,2200,Finance,Returns reserve,-420.047367,Actual,
2023-02-13,4000,Marketing / Ecommerce,DTC sale,-3400.252399,Actual,
2023-02-13,4010,Wholesale Sales,Wholesale sale,-2256.794028,Actual,
2023-02-13,4020,Marketing / Ecommerce,DTC sale,-59.815061,Actual,
2023-02-13,4110,Marketing / Ecommerce,Returns reserve,420.047367,Actual,
2023-02-13,4130,Wholesale Sales,Wholesale sale,11.048496,Actual,
2023-02-13,4140,Wholesale Sales,Wholesale sale,7.365664,Actual,
2023-02-13,4150,Wholesale Sales,Wholesale sale,6.138053,Actual,
2023-02-13,5000,Supply Chain / Operations,COGS on shipment,806.782915,Actual,
