month,scenario_name,fiscal_year,dtc_revenue,wholesale_revenue,revenue,gross_profit,gross_margin,payment_processing,marketing,payroll,fixed_costs,bad_debt,ebitda,receivables,processor_receivable,inventory,supplier_advances,accounts_payable,working_capital,capex,version_name
2026-01-01,Consolidation / Path to Breakeven,2026,43572360,28759920,723322.8,32448321,0.448601,13017.892884,85352.0904,249300.0,93333.333333,1150.3968,-117670.500468,517791.123288,44298.637309,1379655.325336,372506.937841,289727.618321,202452441,4166.666667,Latest Forecast
2026-02-01,Consolidation / Path to Breakeven,2026,40220640,36977040,771976.8,34642341,0.448748,12016.516508,91093.2624,249300.0,93333.333333,1479.0816,-100798.788526,517791.123288,40891.049823,1452268.763512,392112.566148,304976.440337,209808706,4166.666667,Latest Forecast
2026-03-01,Consolidation / Path to Breakeven,2026,50275800,36977040,872528.4,39176647,0.449001,15020.645635,102958.3512,249300.0,93333.333333,1479.0816,-70324.94223,517791.123288,51113.812279,1524882.201687,411718.194456,320225.262354,218528007,4166.666667,Latest Forecast
2026-04-01,Consolidation / Path to Breakeven,2026,50275800,32868480,831442.8,37323920,0.448905,15020.645635,98110.2504,249300.0,93333.333333,1314.7392,-83839.772583,517791.123288,51113.812279,1568450.264593,423481.57144,329374.555564,223146222,4166.666667,Latest Forecast
2026-05-01,Consolidation / Path to Breakeven,2026,46924080,28759920,756840.0,33959757,0.448705,14019.269259,89307.12,249300.0,93333.333333,1150.3968,-107512.551702,517791.123288,47706.224794,1626541.015133,439166.074086,341573.613178,228963082,4166.666667,Latest Forecast
2026-06-01,Consolidation / Path to Breakeven,2026,53627520,28759920,823874.4,36982628,0.448887,16022.022011,97217.1792,249300.0,93333.333333,1150.3968,-87196.654172,517791.123288,54521.399764,1670109.078039,450929.45107,350722.906388,234262815,4166.666667,Latest Forecast
2026-07-01,Consolidation / Path to Breakeven,2026,43572360,32868480,764408.4,34301049,0.448727,13017.892884,90200.1912,249300.0,93333.333333,1314.7392,-104155.670114,517791.123288,44298.637309,1670109.078039,450929.45107,350722.906388,233240538,4166.666667,Latest Forecast
2026-08-01,Consolidation / Path to Breakeven,2026,53627520,41085600,947131.2,42540810,0.449154,16022.022011,111761.4816,249300.0,93333.333333,1643.424,-46652.163111,517791.123288,54521.399764,1626541.015133,439166.074086,341573.613178,229644600,4166.666667,Latest Forecast
2026-09-01,Consolidation / Path to Breakeven,2026,53627520,45194160,988216.8,44393537,0.449229,16022.022011,116609.5824,249300.0,93333.333333,1807.7664,-33137.332758,517791.123288,54521.399764,1524882.201687,411718.194456,320225.262354,218868766,4166.666667,Latest Forecast
2026-10-01,Consolidation / Path to Breakeven,2026,53627520,41085600,947131.2,42540810,0.449154,16022.022011,111761.4816,249300.0,93333.333333,1643.424,-46652.163111,517791.123288,54521.399764,1423223.388242,384270.314825,298876.911531,208092931,4166.666667,Latest Forecast
2026-11-01,Consolidation / Path to Breakeven,2026,100551600,32868480,1334200.8,56793370,0.425673,30041.29127,157435.6944,249300.0,93333.333333,1314.7392,36508.639696,517791.123288,102227.624558,1277996.51189,345059.05821,268379.267497,197469505,4166.666667,Latest Forecast
2026-12-01,Consolidation / Path to Breakeven,2026,80441280,24651360,1050926.4,45539902,0.433331,24033.033016,124009.3152,249300.0,93333.333333,986.0544,-36262.716803,517791.123288,81782.099647,1263473.824255,341137.932549,265329.503094,193885548,4166.666667,Latest Forecast
2027-01-01,Consolidation / Path to Breakeven,2027,46594314,27019188,736135.02,33839480,0.459691,13908.909189,77294.1771,240000.0,89166.666667,1080.76752,-83055.717548,465301.084932,47330.680089,1262338.708501,340831.451295,265091.128785,185071080,4166.666667,Latest Forecast
2027-02-01,Consolidation / Path to Breakeven,2027,43010136,34738956,777490.92,35747418,0.459779,12838.993097,81636.5466,240000.0,89166.666667,1389.55824,-67557.588134,465301.084932,43689.858544,1328777.587895,358769.948732,279043.293458,191749519,4166.666667,Latest Forecast
2027-03-01,Consolidation / Path to Breakeven,2027,53762670,34738956,885016.26,40708055,0.45997,16048.741372,92926.7073,240000.0,89166.666667,1389.55824,-32451.125899,465301.084932,54612.32318,1395216.46729,376708.446168,292995.458131,199884286,4166.666667,Latest Forecast
2027-04-01,Consolidation / Path to Breakeven,2027,53762670,30879072,846417.42,38927313,0.459907,16048.741372,88873.8291,240000.0,89166.666667,1235.16288,-46051.267645,465301.084932,54612.32318,1435079.794927,387471.54463,301366.756935,204109799,4166.666667,Latest Forecast
2027-05-01,Consolidation / Path to Breakeven,2027,50178492,27019188,771976.8,35493026,0.459768,14978.82528,81057.564,240000.0,89166.666667,1080.76752,-71353.563469,465301.084932,50971.501635,1488230.898443,401822.34258,312528.488673,209379734,4166.666667,Latest Forecast
2027-06-01,Consolidation / Path to Breakeven,2027,57346848,27019188,843660.36,38800117,0.459902,17118.657463,88584.3378,240000.0,89166.666667,1080.76752,-47949.255312,465301.084932,58253.144725,1528094.22608,412585.441042,320899.787477,214333411,4166.666667,Latest Forecast
2027-07-01,Consolidation / Path to Breakeven,2027,46594314,30879072,774733.86,35620222,0.459774,13908.909189,81347.0553,240000.0,89166.666667,1235.16288,-69455.575802,465301.084932,47330.680089,1528094.22608,412585.441042,320899.787477,213241164,4166.666667,Latest Forecast
2027-08-01,Consolidation / Path to Breakeven,2027,57346848,38598840,959456.88,44142342,0.460076,17118.657463,100742.9724,240000.0,89166.666667,1543.9536,-7148.830074,465301.084932,58253.144725,1488230.898443,401822.34258,312528.488673,210107898,4166.666667,Latest Forecast
2027-09-01,Consolidation / Path to Breakeven,2027,57346848,42458724,998055.72,45923084,0.460125,17118.657463,104795.8506,240000.0,89166.666667,1698.34896,6451.311672,465301.084932,58253.144725,1395216.46729,376708.446168,292995.458131,200248368,4166.666667,Latest Forecast
2027-10-01,Consolidation / Path to Breakeven,2027,57346848,38598840,959456.88,44142342,0.460076,17118.657463,100742.9724,240000.0,89166.666667,1543.9536,-7148.830074,465301.084932,58253.144725,1302202.036137,351594.549757,273462.427589,190388839,4166.666667,Latest Forecast
2027-11-01,Consolidation / Path to Breakeven,2027,107525340,30879072,1384044.12,60408793,0.436466,32097.482744,145324.6326,240000.0,89166.666667,1235.16288,96263.984651,465301.084932,109224.64636,1169324.277348,315717.554884,245558.098243,181400947,4166.666667,Latest Forecast
2027-12-01,Consolidation / Path to Breakeven,2027,86020272,23159304,1091795.76,48500868,0.44423,25677.986195,114638.5548,240000.0,89166.666667,926.37216,14599.103409,465301.084932,87379.717088,1156036.501469,312129.855397,242767.665308,177807949,4166.666667,Latest Forecast
2028-01-01,Consolidation / Path to Breakeven,2028,49468825,26239491,757083.16188,35485625,0.468715,14755.122099,71922.900379,239600.0,85000.0,1049.579657,-57471.356474,441603.965392,50210.261228,1209974.084098,326693.002706,254094.557661,177438676,4166.666667,Latest Forecast
2028-02-01,Consolidation / Path to Breakeven,2028,45663531,33736489,794000.19528,37221157,0.46878,13620.112707,75430.018552,239600.0,85000.0,1349.459559,-42788.022037,441603.965392,46347.933441,1273656.930629,343887.37127,267467.955432,183802825,4166.666667,Latest Forecast
2028-03-01,Consolidation / Path to Breakeven,2028,57079413,33736489,908159.02164,42587957,0.468948,17025.140884,86275.107056,239600.0,85000.0,1349.459559,-3370.139533,441603.965392,57934.916801,1337339.777161,361081.739833,280841.353204,191711905,4166.666667,Latest Forecast
2028-04-01,Consolidation / Path to Breakeven,2028,57079413,29987990,870674.03388,40825724,0.468898,17025.140884,82714.033219,239600.0,85000.0,1199.519608,-17281.453835,441603.965392,57934.916801,1375549.48508,371398.360971,288865.391867,195762134,4166.666667,Latest Forecast
2028-05-01,Consolidation / Path to Breakeven,2028,53274119,26239491,795136.104,37274558,0.468782,15890.131492,75537.92988,239600.0,85000.0,1049.579657,-44332.062305,441603.965392,54072.589015,1426495.762305,385153.855822,299564.110084,200776206,4166.666667,Latest Forecast
2028-06-01,Consolidation / Path to Breakeven,2028,60884707,26239491,871241.98824,40852424,0.468899,18160.150276,82767.988883,239600.0,85000.0,1049.579657,-18053.473969,441603.965392,61797.244588,1464705.470224,395470.47696,307588.148747,205598901,4166.666667,Latest Forecast
2028-07-01,Consolidation / Path to Breakeven,2028,49468825,29987990,794568.14964,37247857,0.468781,14755.122099,75483.974216,239600.0,85000.0,1199.519608,-43560.042171,441603.965392,50210.261228,1464705.470224,395470.47696,307588.148747,204440203,4166.666667,Latest Forecast
2028-08-01,Consolidation / Path to Breakeven,2028,60884707,37484988,983696.95152,46139123,0.469038,18160.150276,93451.210394,239600.0,85000.0,1499.39951,23680.468938,441603.965392,61797.244588,1426495.762305,385153.855822,299564.110084,201548672,4166.666667,Latest Forecast
2028-09-01,Consolidation / Path to Breakeven,2028,60884707,41233487,1021181.93928,47901356,0.469078,18160.150276,97012.284232,239600.0,85000.0,1649.339461,37591.78324,441603.965392,61797.244588,1337339.777161,361081.739833,280841.353204,192098137,4166.666667,Latest Forecast
2028-10-01,Consolidation / Path to Breakeven,2028,60884707,37484988,983696.95152,46139123,0.469038,18160.150276,93451.210394,239600.0,85000.0,1499.39951,23680.468938,441603.965392,61797.244588,1248183.792017,337009.623844,262118.596323,182647603,4166.666667,Latest Forecast
2028-11-01,Consolidation / Path to Breakeven,2028,114158826,29987990,1441468.16568,64200200,0.445381,34050.281768,136939.47574,239600.0,85000.0,1199.519608,145212.72271,441603.965392,115869.833603,1120818.098954,302620.886718,235371.80078,174554098,4166.666667,Latest Forecast
2028-12-01,Consolidation / Path to Breakeven,2028,91327061,22490993,1138180.53744,51580569,0.453184,27240.225414,108127.151057,239600.0,85000.0,899.639706,54938.676474,441603.965392,92695.866882,1108081.529647,299182.013005,232697.121226,170886625,4166.666667,Latest Forecast
2026-01-01,DTC Recovery / Margin,2026,44971030,30963660,770737.1035,33893275,0.446348,13435.766422,101752.4846,258533.333333,99166.666667,1238.5464,-137221.957389,593823.616438,45720.620764,1602276.619242,432614.687195,336478.090041,233795745,4166.666667,Prior Forecast
2026-02-01,DTC Recovery / Margin,2026,41511720,39810420,825419.721,36312909,0.446532,12402.245928,108971.6676,258533.333333,99166.666667,1592.4168,-119300.300738,593823.616438,42203.649936,1686606.967624,455383.881258,354187.463201,242383065,4166.666667,Prior Forecast
2026-03-01,DTC Recovery / Margin,2026,51889650,39810420,930755.7105,40973888,0.446825,15502.80741,122878.0938,258533.333333,99166.666667,1592.4168,-89253.45948,593823.616438,52754.56242,1770937.316005,478153.075321,371896.836361,252377173,4166.666667,Prior Forecast
2026-04-01,DTC Recovery / Margin,2026,51889650,35387040,885858.4035,38987241,0.446709,15502.80741,116950.7646,258533.333333,99166.666667,1415.4816,-103222.094682,593823.616438,52754.56242,1821535.525033,491814.591759,382522.460257,257740584,4166.666667,Prior Forecast
2026-05-01,DTC Recovery / Margin,2026,48430340,30963660,805849.1,35446935,0.446469,14469.286916,106387.96,258533.333333,99166.666667,1238.5464,-127206.343637,593823.616438,49237.591592,1888999.803738,510029.947009,396689.958785,264540100,4166.666667,Prior Forecast
2026-06-01,DTC Recovery / Margin,2026,55348960,30963660,876073.093,38554254,0.446682,16536.327904,115658.9108,258533.333333,99166.666667,1238.5464,-107175.116131,593823.616438,56271.533248,1939598.012767,523691.463447,407315.582681,270606904,4166.666667,Prior Forecast
2026-07-01,DTC Recovery / Margin,2026,44971030,35387040,815634.4105,35879922,0.446501,13435.766422,107679.8138,258533.333333,99166.666667,1415.4816,-123253.322187,593823.616438,45720.620764,1939598.012767,523691.463447,407315.582681,269551813,4166.666667,Prior Forecast
2026-08-01,DTC Recovery / Margin,2026,55348960,44233800,1010765.014,44514194,0.447007,16536.327904,133440.8984,258533.333333,99166.666667,1769.352,-65269.210525,593823.616438,56271.533248,1888999.803738,510029.947009,396689.958785,265243494,4166.666667,Prior Forecast
2026-09-01,DTC Recovery / Margin,2026,55348960,48657180,1055662.321,46500840,0.447097,16536.327904,139368.2276,258533.333333,99166.666667,1946.2872,-51300.575323,593823.616438,56271.533248,1770937.316005,478153.075321,371896.836361,252728870,4166.666667,Prior Forecast
2026-10-01,DTC Recovery / Margin,2026,55348960,44233800,1010765.014,44514194,0.447007,16536.327904,133440.8984,258533.333333,99166.666667,1769.352,-65269.210525,593823.616438,56271.533248,1652874.828271,446276.203633,347103.713937,240214247,4166.666667,Prior Forecast
2026-11-01,DTC Recovery / Margin,2026,103779300,35387040,1412538.351,58952142,0.423609,31005.61482,186482.8956,258533.333333,99166.666667,1415.4816,13111.191187,593823.616438,105509.12484,1484214.131509,400737.815507,311684.967617,227259972,4166.666667,Prior Forecast
2026-12-01,DTC Recovery / Margin,2026,83023440,26540280,1112071.758,47243864,0.4312,24804.491856,146815.3848,258533.333333,99166.666667,1061.6112,-58811.989438,593823.616438,84407.299872,1467348.061832,396183.976695,308143.092985,223361986,4166.666667,Prior Forecast
2027-01-01,DTC Recovery / Margin,2027,49696674,31432085,823456.902835,36959059,0.455561,14834.99746,104656.098981,268800.0,101666.666667,1257.283384,-123448.821401,590504.916164,50482.069396,1579705.713158,426520.542553,331738.199763,231547504,4166.666667,Prior Forecast
2027-02-01,DTC Recovery / Margin,2027,45873853,40412680,875808.31401,39318428,0.455673,13693.843809,111309.628086,268800.0,101666.666667,1616.507208,-105460.899041,590504.916164,46598.833288,1662848.119113,448968.992161,349198.105014,239972276,4166.666667,Prior Forecast
2027-03-01,DTC Recovery / Margin,2027,57342316,40412680,992213.216505,44564555,0.45588,17117.304761,126103.945743,268800.0,101666.666667,1616.507208,-70703.761112,590504.916164,58248.541611,1745990.525069,471417.441769,366658.010264,249950341,4166.666667,Prior Forecast
2027-04-01,DTC Recovery / Margin,2027,57342316,35922382,946636.693835,42510516,0.455805,17117.304761,120311.461581,268800.0,101666.666667,1436.895296,-85490.578613,590504.916164,58248.541611,1795875.968642,484886.511533,377133.953415,255238198,4166.666667,Prior Forecast
2027-05-01,DTC Recovery / Margin,2027,53519495,31432085,862258.537,38707768,0.455645,15976.151111,109587.5382,268800.0,101666.666667,1257.283384,-111863.108758,590504.916164,54365.305503,1862389.893407,502845.27122,391101.877615,261900351,4166.666667,Prior Forecast
2027-06-01,DTC Recovery / Margin,2027,61165138,31432085,939861.80533,42205186,0.455793,18258.458412,119450.416638,268800.0,101666.666667,1257.283384,-88691.683472,590504.916164,62131.777718,1912275.33698,516314.340985,401577.820766,267964855,4166.666667,Prior Forecast
2027-07-01,DTC Recovery / Margin,2027,49696674,35922382,869033.425505,39013098,0.455659,14834.99746,110448.583143,268800.0,101666.666667,1436.895296,-108662.0039,590504.916164,50482.069396,1912275.33698,516314.340985,401577.820766,266799884,4166.666667,Prior Forecast
2027-08-01,DTC Recovery / Margin,2027,61165138,44902978,1076591.37334,48367302,0.456002,18258.458412,136827.869124,268800.0,101666.666667,1796.11912,-44331.230967,590504.916164,62131.777718,1862389.893407,502845.27122,391101.877615,262676998,4166.666667,Prior Forecast
2027-09-01,DTC Recovery / Margin,2027,61165138,49393276,1122167.89601,50421341,0.456061,18258.458412,142620.353286,268800.0,101666.666667,1975.731032,-29544.413466,590504.916164,62131.777718,1745990.525069,471417.441769,366658.010264,250338665,4166.666667,Prior Forecast
2027-10-01,DTC Recovery / Margin,2027,61165138,44902978,1076591.37334,48367302,0.456002,18258.458412,136827.869124,268800.0,101666.666667,1796.11912,-44331.230967,590504.916164,62131.777718,1629591.156731,439989.612317,342214.142913,238000332,4166.666667,Prior Forecast
2027-11-01,DTC Recovery / Margin,2027,114684633,35922382,1528661.20631,65126579,0.432427,34234.609523,194283.049866,268800.0,101666.666667,1436.895296,51607.242082,590504.916164,116497.083221,1463306.34482,395092.713101,307294.332412,225810672,4166.666667,Prior Forecast
2027-12-01,DTC Recovery / Margin,2027,91747706,26941787,1204698.35598,52241785,0.440155,27387.687618,153109.446228,268800.0,101666.666667,1077.671472,-30067.973524,590504.916164,93197.666577,1446677.863628,390603.02318,303802.351362,221718112,4166.666667,Prior Forecast
2028-01-01,DTC Recovery / Margin,2028,55376294,32111697,888003.113319,40622574,0.464322,16517.149673,108485.10941,289516.666667,104166.666667,1284.46789,-115450.485564,590704.411068,56206.271573,1626927.96146,439270.549594,341654.871907,237145432,4166.666667,Prior Forecast
2028-02-01,DTC Recovery / Margin,2028,51116579,41286468,937890.928674,42912759,0.464408,15246.599698,114579.778478,289516.666667,104166.666667,1651.458715,-97474.08784,590704.411068,51882.712221,1712555.748905,462390.052204,359636.70727,245789622,4166.666667,Prior Forecast
2028-03-01,DTC Recovery / Margin,2028,63895724,41286468,1067599.248597,48867239,0.464596,19058.249622,130425.918055,289516.666667,104166.666667,1651.458715,-56988.771027,590704.411068,64853.390276,1798183.536351,485509.554815,377618.542634,256163235,4166.666667,Prior Forecast
2028-04-01,DTC Recovery / Margin,2028,63895724,36699083,1021037.287599,46729733,0.464534,19058.249622,124737.560258,289516.666667,104166.666667,1467.963302,-72724.522691,590704.411068,64853.390276,1849560.208818,499381.256381,388407.643852,261609162,4166.666667,Prior Forecast
2028-05-01,DTC Recovery / Margin,2028,59636009,32111697,931239.21996,42607401,0.464397,17787.699648,113767.155936,289516.666667,104166.666667,1284.46789,-101955.379959,590704.411068,60529.830924,1918062.438774,517876.858469,402793.112143,268438043,4166.666667,Prior Forecast
2028-06-01,DTC Recovery / Margin,2028,68155439,32111697,1017711.433242,46577054,0.46453,20328.799597,124331.248987,289516.666667,104166.666667,1284.46789,-74965.16875,590704.411068,69176.949628,1969439.111241,531748.560035,413582.213361,274748682,4166.666667,Prior Forecast
2028-07-01,DTC Recovery / Margin,2028,55376294,36699083,934565.074317,42760080,0.464403,16517.149673,114173.467207,289516.666667,104166.666667,1467.963302,-99714.7339,590704.411068,56206.271573,1969439.111241,531748.560035,413582.213361,273451614,4166.666667,Prior Forecast
2028-08-01,DTC Recovery / Margin,2028,68155439,45873853,1157397.316236,52989571,0.464701,20328.799597,141396.322378,289516.666667,104166.666667,1834.954128,-27757.913758,590704.411068,69176.949628,1918062.438774,517876.858469,402793.112143,269302755,4166.666667,Prior Forecast
2028-09-01,DTC Recovery / Margin,2028,68155439,50461239,1203959.277234,55127077,0.46475,20328.799597,147084.680174,289516.666667,104166.666667,2018.449541,-12022.162094,590704.411068,69176.949628,1798183.536351,485509.554815,377618.542634,256595591,4166.666667,Prior Forecast
2028-10-01,DTC Recovery / Margin,2028,68155439,45873853,1157397.316236,52989571,0.464701,20328.799597,141396.322378,289516.666667,104166.666667,1834.954128,-27757.913758,590704.411068,69176.949628,1678304.633927,453142.25116,352443.973125,243888427,4166.666667,Prior Forecast
2028-11-01,DTC Recovery / Margin,2028,127791448,36699083,1669578.887214,72554361,0.441085,38116.499245,203968.258142,289516.666667,104166.666667,1467.963302,89632.168083,590704.411068,129706.780552,1507049.059037,406903.24594,316480.302398,231788319,4166.666667,Prior Forecast
2028-12-01,DTC Recovery / Margin,2028,102233159,27524312,1317038.325372,58242042,0.448853,30493.199396,160899.263395,289516.666667,104166.666667,1100.972477,-3812.688784,590704.411068,103765.424442,1489923.501548,402279.345418,312883.935325,227378875,4166.666667,Prior Forecast
2026-01-01,DTC Recovery / Margin,2026,44971030,30963660,759346.9,33893275,0.446348,13435.766422,101752.4846,258533.333333,99166.666667,1238.5464,-135194.046689,593823.616438,45720.620764,1602276.619242,432614.687195,336478.090041,233795745,4166.666667,Latest Forecast
2026-02-01,DTC Recovery / Margin,2026,41511720,39810420,813221.4,36312909,0.446532,12402.245928,108971.6676,258533.333333,99166.666667,1592.4168,-117537.242107,593823.616438,42203.649936,1686606.967624,455383.881258,354187.463201,242383065,4166.666667,Latest Forecast
2026-03-01,DTC Recovery / Margin,2026,51889650,39810420,917000.7,40973888,0.446825,15502.80741,122878.0938,258533.333333,99166.666667,1592.4168,-87934.442837,593823.616438,52754.56242,1770937.316005,478153.075321,371896.836361,252377173,4166.666667,Latest Forecast
2026-04-01,DTC Recovery / Margin,2026,51889650,35387040,872766.9,38987241,0.446709,15502.80741,116950.7646,258533.333333,99166.666667,1415.4816,-101696.645007,593823.616438,52754.56242,1821535.525033,491814.591759,382522.460257,257740584,4166.666667,Latest Forecast
2026-05-01,DTC Recovery / Margin,2026,48430340,30963660,793940.0,35446935,0.446469,14469.286916,106387.96,258533.333333,99166.666667,1238.5464,-125326.446933,593823.616438,49237.591592,1888999.803738,510029.947009,396689.958785,264540100,4166.666667,Latest Forecast
2026-06-01,DTC Recovery / Margin,2026,55348960,30963660,863126.2,38554254,0.446682,16536.327904,115658.9108,258533.333333,99166.666667,1238.5464,-105591.24742,593823.616438,56271.533248,1939598.012767,523691.463447,407315.582681,270606904,4166.666667,Latest Forecast
2026-07-01,DTC Recovery / Margin,2026,44971030,35387040,803580.7,35879922,0.446501,13435.766422,107679.8138,258533.333333,99166.666667,1415.4816,-121431.84452,593823.616438,45720.620764,1939598.012767,523691.463447,407315.582681,269551813,4166.666667,Latest Forecast
2026-08-01,DTC Recovery / Margin,2026,55348960,44233800,995827.6,44514194,0.447007,16536.327904,133440.8984,258533.333333,99166.666667,1769.352,-64304.640911,593823.616438,56271.533248,1888999.803738,510029.947009,396689.958785,265243494,4166.666667,Latest Forecast
2026-09-01,DTC Recovery / Margin,2026,55348960,48657180,1040061.4,46500840,0.447097,16536.327904,139368.2276,258533.333333,99166.666667,1946.2872,-50542.438742,593823.616438,56271.533248,1770937.316005,478153.075321,371896.836361,252728870,4166.666667,Latest Forecast
2026-10-01,DTC Recovery / Margin,2026,55348960,44233800,995827.6,44514194,0.447007,16536.327904,133440.8984,258533.333333,99166.666667,1769.352,-64304.640911,593823.616438,56271.533248,1652874.828271,446276.203633,347103.713937,240214247,4166.666667,Latest Forecast
2026-11-01,DTC Recovery / Margin,2026,103779300,35387040,1391663.4,58952142,0.423609,31005.61482,186482.8956,258533.333333,99166.666667,1415.4816,12917.429741,593823.616438,105509.12484,1484214.131509,400737.815507,311684.967617,227259972,4166.666667,Latest Forecast
2026-12-01,DTC Recovery / Margin,2026,83023440,26540280,1095637.2,47243864,0.4312,24804.491856,146815.3848,258533.333333,99166.666667,1061.6112,-57942.846737,593823.616438,84407.299872,1467348.061832,396183.976695,308143.092985,223361986,4166.666667,Latest Forecast
2027-01-01,DTC Recovery / Margin,2027,49696674,31432085,811287.589,36959059,0.455561,14834.99746,104656.098981,268800.0,101666.666667,1257.283384,-121624.454582,590504.916164,50482.069396,1579705.713158,426520.542553,331738.199763,231547504,4166.666667,Latest Forecast
2027-02-01,DTC Recovery / Margin,2027,45873853,40412680,862865.334,39318428,0.455673,13693.843809,111309.628086,268800.0,101666.666667,1616.507208,-103902.363587,590504.916164,46598.833288,1662848.119113,448968.992161,349198.105014,239972276,4166.666667,Latest Forecast
2027-03-01,DTC Recovery / Margin,2027,57342316,40412680,977549.967,44564555,0.45588,17117.304761,126103.945743,268800.0,101666.666667,1616.507208,-69658.877943,590504.916164,58248.541611,1745990.525069,471417.441769,366658.010264,249950341,4166.666667,Latest Forecast
2027-04-01,DTC Recovery / Margin,2027,57342316,35922382,932646.989,42510516,0.455805,17117.304761,120311.461581,268800.0,101666.666667,1436.895296,-84227.171048,590504.916164,58248.541611,1795875.968642,484886.511533,377133.953415,255238198,4166.666667,Latest Forecast
2027-05-01,DTC Recovery / Margin,2027,53519495,31432085,849515.8,38707768,0.455645,15976.151111,109587.5382,268800.0,101666.666667,1257.283384,-110209.959367,590504.916164,54365.305503,1862389.893407,502845.27122,391101.877615,261900351,4166.666667,Latest Forecast
2027-06-01,DTC Recovery / Margin,2027,61165138,31432085,925972.222,42205186,0.455793,18258.458412,119450.416638,268800.0,101666.666667,1257.283384,-87380.968937,590504.916164,62131.777718,1912275.33698,516314.340985,401577.820766,267964855,4166.666667,Latest Forecast
2027-07-01,DTC Recovery / Margin,2027,49696674,35922382,856190.567,39013098,0.455659,14834.99746,110448.583143,268800.0,101666.666667,1436.895296,-107056.161477,590504.916164,50482.069396,1912275.33698,516314.340985,401577.820766,266799884,4166.666667,Latest Forecast
2027-08-01,DTC Recovery / Margin,2027,61165138,44902978,1060681.156,48367302,0.456002,18258.458412,136827.869124,268800.0,101666.666667,1796.11912,-43676.089623,590504.916164,62131.777718,1862389.893407,502845.27122,391101.877615,262676998,4166.666667,Latest Forecast
2027-09-01,DTC Recovery / Margin,2027,61165138,49393276,1105584.134,50421341,0.456061,18258.458412,142620.353286,268800.0,101666.666667,1975.731032,-29107.796518,590504.916164,62131.777718,1745990.525069,471417.441769,366658.010264,250338665,4166.666667,Latest Forecast
2027-10-01,DTC Recovery / Margin,2027,61165138,44902978,1060681.156,48367302,0.456002,18258.458412,136827.869124,268800.0,101666.666667,1796.11912,-43676.089623,590504.916164,62131.777718,1629591.156731,439989.612317,342214.142913,238000332,4166.666667,Latest Forecast
2027-11-01,DTC Recovery / Margin,2027,114684633,35922382,1506070.154,65126579,0.432427,34234.609523,194283.049866,268800.0,101666.666667,1436.895296,50844.57348,590504.916164,116497.083221,1463306.34482,395092.713101,307294.332412,225810672,4166.666667,Latest Forecast
2027-12-01,DTC Recovery / Margin,2027,91747706,26941787,1186894.932,52241785,0.440155,27387.687618,153109.446228,268800.0,101666.666667,1077.671472,-29623.619235,590504.916164,93197.666577,1446677.863628,390603.02318,303802.351362,221718112,4166.666667,Latest Forecast
2028-01-01,DTC Recovery / Margin,2028,55376294,32111697,874879.9146,40622574,0.464322,16517.149673,108485.10941,289516.666667,104166.666667,1284.46789,-113744.320753,590704.411068,56206.271573,1626927.96146,439270.549594,341654.871907,237145432,4166.666667,Latest Forecast
2028-02-01,DTC Recovery / Margin,2028,51116579,41286468,924030.4716,42912759,0.464408,15246.599698,114579.778478,289516.666667,104166.666667,1651.458715,-96033.584079,590704.411068,51882.712221,1712555.748905,462390.052204,359636.70727,245789622,4166.666667,Latest Forecast
2028-03-01,DTC Recovery / Margin,2028,63895724,41286468,1051821.9198,48867239,0.464596,19058.249622,130425.918055,289516.666667,104166.666667,1651.458715,-56146.57244,590704.411068,64853.390276,1798183.536351,485509.554815,377618.542634,256163235,4166.666667,Latest Forecast
2028-04-01,DTC Recovery / Margin,2028,63895724,36699083,1005948.0666,46729733,0.464534,19058.249622,124737.560258,289516.666667,104166.666667,1467.963302,-71649.77605,590704.411068,64853.390276,1849560.208818,499381.256381,388407.643852,261609162,4166.666667,Latest Forecast
2028-05-01,DTC Recovery / Margin,2028,59636009,32111697,917477.064,42607401,0.464397,17787.699648,113767.155936,289516.666667,104166.666667,1284.46789,-100448.650206,590704.411068,60529.830924,1918062.438774,517876.858469,402793.112143,268438043,4166.666667,Latest Forecast
2028-06-01,DTC Recovery / Margin,2028,68155439,32111697,1002671.3628,46577054,0.46453,20328.799597,124331.248987,289516.666667,104166.666667,1284.46789,-73857.309114,590704.411068,69176.949628,1969439.111241,531748.560035,413582.213361,274748682,4166.666667,Latest Forecast
2028-07-01,DTC Recovery / Margin,2028,55376294,36699083,920753.7678,42760080,0.464403,16517.149673,114173.467207,289516.666667,104166.666667,1467.963302,-98241.117143,590704.411068,56206.271573,1969439.111241,531748.560035,413582.213361,273451614,4166.666667,Latest Forecast
2028-08-01,DTC Recovery / Margin,2028,68155439,45873853,1140292.9224,52989571,0.464701,20328.799597,141396.322378,289516.666667,104166.666667,1834.954128,-27347.698284,590704.411068,69176.949628,1918062.438774,517876.858469,402793.112143,269302755,4166.666667,Latest Forecast
2028-09-01,DTC Recovery / Margin,2028,68155439,50461239,1186166.7756,55127077,0.46475,20328.799597,147084.680174,289516.666667,104166.666667,2018.449541,-11844.494674,590704.411068,69176.949628,1798183.536351,485509.554815,377618.542634,256595591,4166.666667,Latest Forecast
2028-10-01,DTC Recovery / Margin,2028,68155439,45873853,1140292.9224,52989571,0.464701,20328.799597,141396.322378,289516.666667,104166.666667,1834.954128,-27347.698284,590704.411068,69176.949628,1678304.633927,453142.25116,352443.973125,243888427,4166.666667,Latest Forecast
